score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
5,Ok fasilitas perlu segera di benahi.. hewan2 perlu penambahan biar sesuai dengan tarifnya,ok fasilitas perlu segera di benahi hewan2 perlu penambahan biar sesuai dengan tarifnya,ok fasilitas benahi hewan2 penambahan biar sesuai tarifnya,"['ok', 'fasilitas', 'benahi', 'hewan2', 'penambahan', 'biar', 'sesuai', 'tarifnya']",ok fasilitas benah hewan2 tambah biar sesuai tarif,positif
5,"Murah cuman bayar parkiran aja, gatau apa tiap minggu ada pertunjukan seninya, untuk resto2nya si macem2 dan harganya termsuk lumayan lah, tempatnya cozy banget si dan kapan2 pengen kesana lagi",murah cuman bayar parkiran aja gatau apa tiap minggu ada pertunjukan seninya untuk resto2nya si macem2 dan harganya termsuk lumayan lah tempatnya cozy banget si dan kapan2 pengen kesana lagi,murah cuman bayar parkiran aja gatau minggu pertunjukan seninya resto2nya si macem2 harganya termsuk lumayan tempatnya cozy banget si kapan2 pengen kesana,"['murah', 'cuman', 'bayar', 'parkiran', 'aja', 'gatau', 'minggu', 'pertunjukan', 'seninya', 'resto2nya', 'si', 'macem2', 'harganya', 'termsuk', 'lumayan', 'tempatnya', 'cozy', 'banget', 'si', 'kapan2', 'pengen', 'kesana']",murah cuman bayar parkir aja gatau minggu tunjuk seni resto2nya si macem2 harga termsuk lumayan tempat cozy banget si kapan2 ken kesana,positif
5,"Safari Beach Batang, pengalaman pertama kesini lumayan excited dg beragam show nya. Pengalaman baru juga bersama anak bisa lihat banyak satwa. Banyak pilihan makanan walaupun dg harga yg lumayan di kantong bagi kami hehe tp fasilitasnya …",safari beach batang pengalaman pertama kesini lumayan excited dg beragam show nya pengalaman baru juga bersama anak bisa lihat banyak satwa banyak pilihan makanan walaupun dg harga yg lumayan di kantong bagi kami hehe tp fasilitasnya ,safari beach batang pengalaman kesini lumayan excited dg beragam show nya pengalaman anak lihat satwa pilihan makanan dg harga yg lumayan kantong hehe tp fasilitasnya,"['safari', 'beach', 'batang', 'pengalaman', 'kesini', 'lumayan', 'excited', 'dg', 'beragam', 'show', 'nya', 'pengalaman', 'anak', 'lihat', 'satwa', 'pilihan', 'makanan', 'dg', 'harga', 'yg', 'lumayan', 'kantong', 'hehe', 'tp', 'fasilitasnya']",safari beach batang alam kesini lumayan excited dg agam show nya alam anak lihat satwa pilih makan dg harga yg lumayan kantong hehe tp fasilitas,positif
5,Bagus nyaman banyak spot buat selfi apa lagi kalau malam hari sangat indah.,bagus nyaman banyak spot buat selfi apa lagi kalau malam hari sangat indah,bagus nyaman spot selfi malam indah,"['bagus', 'nyaman', 'spot', 'selfi', 'malam', 'indah']",bagus nyaman spot selfi malam indah,positif
4,"Kesana ketika libur lebaran.
Pertama masuk kawasan Pantai Sigandu bayar 5k per org lalu
Tiket Masuk Safari 70k per org, …",kesana ketika libur lebaranpertama masuk kawasan pantai sigandu bayar 5k per org lalutiket masuk safari 70k per org ,kesana libur lebaranpertama masuk kawasan pantai sigandu bayar 5k org lalutiket masuk safari 70k org,"['kesana', 'libur', 'lebaranpertama', 'masuk', 'kawasan', 'pantai', 'sigandu', 'bayar', '5k', 'org', 'lalutiket', 'masuk', 'safari', '70k', 'org']",kesana libur lebaranpertama masuk kawasan pantai sigandu bayar 5k org lalutiket masuk safari 70k org,positif
4,"25-04-23 momen libur lebaran htm 70k, dapat vocer 20k utk makan di area wisata, anak diatas 2th byr full. Lokasi mudah dijangkau dgn motor, mobil maupun bus. Koleksi hewan tidak terlalu banyak tp cukup utk menghibur anak2, ditambah dgn …",250423 momen libur lebaran htm 70k dapat vocer 20k utk makan di area wisata anak diatas 2th byr full lokasi mudah dijangkau dgn motor mobil maupun bus koleksi hewan tidak terlalu banyak tp cukup utk menghibur anak2 ditambah dgn ,250423 momen libur lebaran htm 70k vocer 20k utk makan area wisata anak diatas 2th byr full lokasi mudah dijangkau dgn motor mobil bus koleksi hewan tp utk menghibur anak2 ditambah dgn,"['250423', 'momen', 'libur', 'lebaran', 'htm', '70k', 'vocer', '20k', 'utk', 'makan', 'area', 'wisata', 'anak', 'diatas', '2th', 'byr', 'full', 'lokasi', 'mudah', 'dijangkau', 'dgn', 'motor', 'mobil', 'bus', 'koleksi', 'hewan', 'tp', 'utk', 'menghibur', 'anak2', 'ditambah', 'dgn']",250423 momen libur lebaran htm 70k vocer 20k utk makan area wisata anak atas 2th byr full lokasi mudah jangkau dgn motor mobil bus koleksi hewan tp utk hibur anak2 tambah dgn,positif
5,Fun banget.. Tiap sabtu (malming) ada fire dance show bagus bangeet.. Yang pertunjukan hewan dan dolphin siang hr uda sering liat.. Kalau sore after 16.30 maen di pantai sambil santai dan bs makan makan di food stall nya,fun banget tiap sabtu malming ada fire dance show bagus bangeet yang pertunjukan hewan dan dolphin siang hr uda sering liat kalau sore after 1630 maen di pantai sambil santai dan bs makan makan di food stall nya,fun banget sabtu malming fire dance show bagus bangeet pertunjukan hewan dolphin siang hr uda liat sore after 1630 maen pantai santai bs makan makan food stall nya,"['fun', 'banget', 'sabtu', 'malming', 'fire', 'dance', 'show', 'bagus', 'bangeet', 'pertunjukan', 'hewan', 'dolphin', 'siang', 'hr', 'uda', 'liat', 'sore', 'after', '1630', 'maen', 'pantai', 'santai', 'bs', 'makan', 'makan', 'food', 'stall', 'nya']",fun banget sabtu malming fire dance show bagus bangeet tunjuk hewan dolphin siang hr uda liat sore after 1630 maen pantai santai bs makan makan food stall nya,positif
1,"SANGAT MENGECEWAKAN...UNTUK WAHANA YG SANGAT MINIM BENAR2 TIDAK MEMUASKAN.. HARGA TIKET MASUK RELATIF MAHAL, PELAYANAN JELEK , TUKANG PARKIR NYARIIN TEMPAT PARKIR GAK DAPET EHH DITINGGAL KABUR",sangat mengecewakanuntuk wahana yg sangat minim benar2 tidak memuaskan harga tiket masuk relatif mahal pelayanan jelek  tukang parkir nyariin tempat parkir gak dapet ehh ditinggal kabur,mengecewakanuntuk wahana yg minim benar2 memuaskan harga tiket masuk relatif mahal pelayanan jelek tukang parkir nyariin parkir gak dapet ehh ditinggal kabur,"['mengecewakanuntuk', 'wahana', 'yg', 'minim', 'benar2', 'memuaskan', 'harga', 'tiket', 'masuk', 'relatif', 'mahal', 'pelayanan', 'jelek', 'tukang', 'parkir', 'nyariin', 'parkir', 'gak', 'dapet', 'ehh', 'ditinggal', 'kabur']",mengecewakanuntuk wahana yg minim benar2 muas harga tiket masuk relatif mahal layan jelek tukang parkir nyariin parkir gak dapet ehh tinggal kabur,negatif
4,Untuk hari raya HTM 70rb klo hri biasa 50rb...cukup menghibur utk para satwanya.. Utk mkn lbih ccok bakso malangnya... Dh bolak balik ksna krn lmyan dekat.. Parkir jg luas ... Ok lah utk sthun skali atatu 4bln skali... Krnklo tiap minggu dompet jebol🤣 …,untuk hari raya htm 70rb klo hri biasa 50rbcukup menghibur utk para satwanya utk mkn lbih ccok bakso malangnya dh bolak balik ksna krn lmyan dekat parkir jg luas  ok lah utk sthun skali atatu 4bln skali krnklo tiap minggu dompet jebol ,raya htm 70rb klo hri 50rbcukup menghibur utk satwanya utk mkn lbih ccok bakso malangnya dh bolak ksna krn lmyan parkir jg luas ok utk sthun skali atatu 4bln skali krnklo minggu dompet jebol,"['raya', 'htm', '70rb', 'klo', 'hri', '50rbcukup', 'menghibur', 'utk', 'satwanya', 'utk', 'mkn', 'lbih', 'ccok', 'bakso', 'malangnya', 'dh', 'bolak', 'ksna', 'krn', 'lmyan', 'parkir', 'jg', 'luas', 'ok', 'utk', 'sthun', 'skali', 'atatu', '4bln', 'skali', 'krnklo', 'minggu', 'dompet', 'jebol']",raya htm 70rb klo hri 50rbcukup hibur utk satwa utk mkn lbih ccok bakso malang dh bolak ksna krn lmyan parkir jg luas ok utk sthun skali atatu 4bln skali krnklo minggu dompet jebol,positif
5,Nyaman untuk piknik keluarga. Bersih tempatnya,nyaman untuk piknik keluarga bersih tempatnya,nyaman piknik keluarga bersih tempatnya,"['nyaman', 'piknik', 'keluarga', 'bersih', 'tempatnya']",nyaman piknik keluarga bersih tempat,positif
5,Bangga punya taman sebagus dan semurah ini the best pokok.e kotaku,bangga punya taman sebagus dan semurah ini the best pokoke kotaku,bangga taman sebagus semurah the best pokoke kotaku,"['bangga', 'taman', 'sebagus', 'semurah', 'the', 'best', 'pokoke', 'kotaku']",bangga taman bagus murah the best pokoke kota,positif
5,Bagus. Bersih. Anak saya suka sekali.,bagus bersih anak saya suka sekali,bagus bersih anak suka,"['bagus', 'bersih', 'anak', 'suka']",bagus bersih anak suka,positif
5,Tempat bagus & bersih,tempat bagus  bersih,bagus bersih,"['bagus', 'bersih']",bagus bersih,positif
5,"Tiket masuknya cukup terjangkau. Pantainya bagus dan mempunyai pasir yang halus, cukup aman utk mandi. Ada stan makanan yg tertata dgn baik dan bisa duduk2 santai. Arena dolphin show ok juga. Cuma bau di area binatang lumayan menyengat. Secara umum layak utk berwisata sambil menikmati arena show ikan dan binatang. 👍👍 …",tiket masuknya cukup terjangkau pantainya bagus dan mempunyai pasir yang halus cukup aman utk mandi ada stan makanan yg tertata dgn baik dan bisa duduk2 santai arena dolphin show ok juga cuma bau di area binatang lumayan menyengat secara umum layak utk berwisata sambil menikmati arena show ikan dan binatang  ,tiket masuknya terjangkau pantainya bagus pasir halus aman utk mandi stan makanan yg tertata dgn duduk2 santai arena dolphin show ok bau area binatang lumayan menyengat layak utk berwisata menikmati arena show ikan binatang,"['tiket', 'masuknya', 'terjangkau', 'pantainya', 'bagus', 'pasir', 'halus', 'aman', 'utk', 'mandi', 'stan', 'makanan', 'yg', 'tertata', 'dgn', 'duduk2', 'santai', 'arena', 'dolphin', 'show', 'ok', 'bau', 'area', 'binatang', 'lumayan', 'menyengat', 'layak', 'utk', 'berwisata', 'menikmati', 'arena', 'show', 'ikan', 'binatang']",tiket masuk jangkau pantai bagus pasir halus aman utk mandi stan makan yg tata dgn duduk2 santai arena dolphin show ok bau area binatang lumayan sengat layak utk wisata nikmat arena show ikan binatang,positif
4,"Semua bagus, cuma makanan yang ada didalam area super mahal.",semua bagus cuma makanan yang ada didalam area super mahal,bagus makanan didalam area super mahal,"['bagus', 'makanan', 'didalam', 'area', 'super', 'mahal']",bagus makan dalam area super mahal,positif
5,Saya bersenang-senang.,saya bersenangsenang,bersenangsenang,['bersenangsenang'],bersenangsenang,positif
5,"Nice place
Track mau ke dolphinnya berdebu sayangnya. Alangkah bagusnya kalau ada track/pavingnya mksh",nice placetrack mau ke dolphinnya berdebu sayangnya alangkah bagusnya kalau ada trackpavingnya mksh,nice placetrack dolphinnya berdebu sayangnya alangkah bagusnya trackpavingnya mksh,"['nice', 'placetrack', 'dolphinnya', 'berdebu', 'sayangnya', 'alangkah', 'bagusnya', 'trackpavingnya', 'mksh']",nice placetrack dolphinnya debu sayang alangkah bagus trackpavingnya mksh,positif
5,Keren,keren,keren,['keren'],keren,positif
5,Rmh smg tp hampir tiap minggu ksni ...😁 …,rmh smg tp hampir tiap minggu ksni  ,rmh smg tp minggu ksni,"['rmh', 'smg', 'tp', 'minggu', 'ksni']",rmh smg tp minggu ksni,positif
5,"Ga bosen kesini karena setiap kesini satwanya nambah dan jajan ga susah, beli oleh boneka di safari store terjangkau, pantai ga lupa langsung nyemplung mandi hehhee,",ga bosen kesini karena setiap kesini satwanya nambah dan jajan ga susah beli oleh boneka di safari store terjangkau pantai ga lupa langsung nyemplung mandi hehhee,ga bosen kesini kesini satwanya nambah jajan ga susah beli boneka safari store terjangkau pantai ga lupa langsung nyemplung mandi hehhee,"['ga', 'bosen', 'kesini', 'kesini', 'satwanya', 'nambah', 'jajan', 'ga', 'susah', 'beli', 'boneka', 'safari', 'store', 'terjangkau', 'pantai', 'ga', 'lupa', 'langsung', 'nyemplung', 'mandi', 'hehhee']",ga bosen kesini kesini satwa nambah jajan ga susah beli boneka safari store jangkau pantai ga lupa langsung nyemplung mandi hehhee,positif
5,Bagus,bagus,bagus,['bagus'],bagus,positif
5,Tempat yang menyenangkan....,tempat yang menyenangkan,menyenangkan,['menyenangkan'],senang,positif
5,Tempat yang bagus untuk rekreasi keluarga. Anak - anak suka. Parkir luas. Customer services baik. …,tempat yang bagus untuk rekreasi keluarga anak  anak suka parkir luas customer services baik ,bagus rekreasi keluarga anak anak suka parkir luas customer services,"['bagus', 'rekreasi', 'keluarga', 'anak', 'anak', 'suka', 'parkir', 'luas', 'customer', 'services']",bagus rekreasi keluarga anak anak suka parkir luas customer services,positif
5,Bagus dan nyaman buat cucu saya yang msh batita...,bagus dan nyaman buat cucu saya yang msh batita,bagus nyaman cucu msh batita,"['bagus', 'nyaman', 'cucu', 'msh', 'batita']",bagus nyaman cucu msh batita,positif
5,"Oke lah gue kasih bintang 5, meski hewannya blm lengkap, meski mau foto pakai HP sendiri perlu bayar, tp intinya emg semua itu buat percepatan pengembangan dan kelengkapan taman safarinya sih. At least untuk suatu wisata edukasi yg masih jauh dr selesai, kondisi saat ini sdh sgt worth it, puas liburan ultah pertama anak kemarin 👍 …",oke lah gue kasih bintang 5 meski hewannya blm lengkap meski mau foto pakai hp sendiri perlu bayar tp intinya emg semua itu buat percepatan pengembangan dan kelengkapan taman safarinya sih at least untuk suatu wisata edukasi yg masih jauh dr selesai kondisi saat ini sdh sgt worth it puas liburan ultah pertama anak kemarin  ,oke gue kasih bintang 5 hewannya blm lengkap foto pakai hp bayar tp intinya emg percepatan pengembangan kelengkapan taman safarinya sih at least wisata edukasi yg dr selesai kondisi sdh sgt worth it puas liburan ultah anak kemarin,"['oke', 'gue', 'kasih', 'bintang', '5', 'hewannya', 'blm', 'lengkap', 'foto', 'pakai', 'hp', 'bayar', 'tp', 'intinya', 'emg', 'percepatan', 'pengembangan', 'kelengkapan', 'taman', 'safarinya', 'sih', 'at', 'least', 'wisata', 'edukasi', 'yg', 'dr', 'selesai', 'kondisi', 'sdh', 'sgt', 'worth', 'it', 'puas', 'liburan', 'ultah', 'anak', 'kemarin']",oke gue kasih bintang 5 hewan blm lengkap foto pakai hp bayar tp inti emg cepat kembang lengkap taman safari sih at least wisata edukasi yg dr selesai kondisi sdh sgt worth it puas libur ultah anak kemarin,positif
4,"Sedang dalam proses renovasi, semoga kedepannya semakin banyak binatang2 nya dan bisa diperluas lagi tempatnya",sedang dalam proses renovasi semoga kedepannya semakin banyak binatang2 nya dan bisa diperluas lagi tempatnya,proses renovasi semoga kedepannya binatang2 nya diperluas tempatnya,"['proses', 'renovasi', 'semoga', 'kedepannya', 'binatang2', 'nya', 'diperluas', 'tempatnya']",proses renovasi moga depan binatang2 nya luas tempat,positif
5,Masih kurang lengkap,masih kurang lengkap,lengkap,['lengkap'],lengkap,positif
5,"Kesana pas Maret 2023. Tiket dewasa 50k ada voucher makan 10k. Show lumba-lumbanya seru banget, para petugasnya juga ramah. Anak-anak bisa liat berbagai macam hewan. Kebetulan ke sana pas rame anak TK. jadi show lumba-lumba cepet, jedanya …",kesana pas maret 2023 tiket dewasa 50k ada voucher makan 10k show lumbalumbanya seru banget para petugasnya juga ramah anakanak bisa liat berbagai macam hewan kebetulan ke sana pas rame anak tk jadi show lumbalumba cepet jedanya ,kesana pas maret 2023 tiket dewasa 50k voucher makan 10k show lumbalumbanya seru banget petugasnya ramah anakanak liat hewan pas rame anak tk show lumbalumba cepet jedanya,"['kesana', 'pas', 'maret', '2023', 'tiket', 'dewasa', '50k', 'voucher', 'makan', '10k', 'show', 'lumbalumbanya', 'seru', 'banget', 'petugasnya', 'ramah', 'anakanak', 'liat', 'hewan', 'pas', 'rame', 'anak', 'tk', 'show', 'lumbalumba', 'cepet', 'jedanya']",kesana pas maret 2023 tiket dewasa 50k voucher makan 10k show lumbalumbanya seru banget tugas ramah anakanak liat hewan pas rame anak tk show lumbalumba cepet jeda,positif
4,"Lagi proses pembangunan, tempat lumayan bagus,rapih,bersih untuk hewan masih kurang lengkap ya,ada gajah,kuda,aneka burung,lumba2,unta,kerbau,monyet,untuk makanan juga masih beberapa pilihan saja,semoga kedepannya makin bagus, tiket pertma …",lagi proses pembangunan tempat lumayan bagusrapihbersih untuk hewan masih kurang lengkap yaada gajahkudaaneka burunglumba2untakerbaumonyetuntuk makanan juga masih beberapa pilihan sajasemoga kedepannya makin bagus tiket pertma ,proses pembangunan lumayan bagusrapihbersih hewan lengkap yaada gajahkudaaneka burunglumba2untakerbaumonyetuntuk makanan pilihan sajasemoga kedepannya bagus tiket pertma,"['proses', 'pembangunan', 'lumayan', 'bagusrapihbersih', 'hewan', 'lengkap', 'yaada', 'gajahkudaaneka', 'burunglumba2untakerbaumonyetuntuk', 'makanan', 'pilihan', 'sajasemoga', 'kedepannya', 'bagus', 'tiket', 'pertma']",proses bangun lumayan bagusrapihbersih hewan lengkap yaada gajahkudaaneka burunglumba2untakerbaumonyetuntuk makan pilih sajasemoga depan bagus tiket pertma,positif
5,Murah dan masih banyak pengembangan,murah dan masih banyak pengembangan,murah pengembangan,"['murah', 'pengembangan']",murah kembang,positif
5,"Tempatnya bagus lengkap banyak edukasi buat anak2
Saya merekomendasikan tempat ini buat dikunjungi",tempatnya bagus lengkap banyak edukasi buat anak2saya merekomendasikan tempat ini buat dikunjungi,tempatnya bagus lengkap edukasi anak2saya merekomendasikan dikunjungi,"['tempatnya', 'bagus', 'lengkap', 'edukasi', 'anak2saya', 'merekomendasikan', 'dikunjungi']",tempat bagus lengkap edukasi anak2saya rekomendasi kunjung,positif
5,Cocok untuk liburan keluarga.. Hewannya macamnya kurang banyak ya.. Masih dalam perbaikan ya tadi.,cocok untuk liburan keluarga hewannya macamnya kurang banyak ya masih dalam perbaikan ya tadi,cocok liburan keluarga hewannya macamnya ya perbaikan ya,"['cocok', 'liburan', 'keluarga', 'hewannya', 'macamnya', 'ya', 'perbaikan', 'ya']",cocok libur keluarga hewan macam ya baik ya,positif
4,Untuk tiket 50rb agak mahal yaa Krn anak2 2 tahun bayar penuh.. tempat nyaman bersih makanan enak2 tp agak mahal juga.. utk minizoo nya lmyn lengkap anak2 suka...,untuk tiket 50rb agak mahal yaa krn anak2 2 tahun bayar penuh tempat nyaman bersih makanan enak2 tp agak mahal juga utk minizoo nya lmyn lengkap anak2 suka,tiket 50rb mahal yaa krn anak2 2 bayar penuh nyaman bersih makanan enak2 tp mahal utk minizoo nya lmyn lengkap anak2 suka,"['tiket', '50rb', 'mahal', 'yaa', 'krn', 'anak2', '2', 'bayar', 'penuh', 'nyaman', 'bersih', 'makanan', 'enak2', 'tp', 'mahal', 'utk', 'minizoo', 'nya', 'lmyn', 'lengkap', 'anak2', 'suka']",tiket 50rb mahal yaa krn anak2 2 bayar penuh nyaman bersih makan enak2 tp mahal utk minizoo nya lmyn lengkap anak2 suka,positif
5,Mantapppp,mantapppp,mantapppp,['mantapppp'],mantapppp,positif
4,"Hiburan yg mengedukasi anak tentang jenis-2 fauna, semoga ke depan semakin bisa ditingkatkan fasilitas dan keramahan karyawan dalam melayani pengunjung",hiburan yg mengedukasi anak tentang jenis2 fauna semoga ke depan semakin bisa ditingkatkan fasilitas dan keramahan karyawan dalam melayani pengunjung,hiburan yg mengedukasi anak jenis2 fauna semoga ditingkatkan fasilitas keramahan karyawan melayani pengunjung,"['hiburan', 'yg', 'mengedukasi', 'anak', 'jenis2', 'fauna', 'semoga', 'ditingkatkan', 'fasilitas', 'keramahan', 'karyawan', 'melayani', 'pengunjung']",hibur yg edukasi anak jenis2 fauna moga tingkat fasilitas ramah karyawan layan unjung,positif
5,Adem tempatnya,adem tempatnya,adem tempatnya,"['adem', 'tempatnya']",adem tempat,positif
5,Sesuai,sesuai,sesuai,['sesuai'],sesuai,positif
4,"Tempat nya asik buat piknik sama anak2, sayang nya hewan nya sedikit mgkn krna masih pembangunan kandang kali ya, trs utk harga makanan nya mayan mahal sih tp dpt voucher 10k/org…",tempat nya asik buat piknik sama anak2 sayang nya hewan nya sedikit mgkn krna masih pembangunan kandang kali ya trs utk harga makanan nya mayan mahal sih tp dpt voucher 10korg,nya asik piknik anak2 sayang nya hewan nya mgkn krna pembangunan kandang kali ya trs utk harga makanan nya mayan mahal sih tp dpt voucher 10korg,"['nya', 'asik', 'piknik', 'anak2', 'sayang', 'nya', 'hewan', 'nya', 'mgkn', 'krna', 'pembangunan', 'kandang', 'kali', 'ya', 'trs', 'utk', 'harga', 'makanan', 'nya', 'mayan', 'mahal', 'sih', 'tp', 'dpt', 'voucher', '10korg']",nya asik piknik anak2 sayang nya hewan nya mgkn krna bangun kandang kali ya trs utk harga makan nya mayan mahal sih tp dpt voucher 10korg,positif
4,"Pas datang sudah kesorean jadi atraksi yang ada tinggal lumba2 aja dan bayarnya tetap sama 50rb per orang, kalo cuma ke area pantai 10rb aja. Makanan dan minuman standar  kamar mandi cukup banyak",pas datang sudah kesorean jadi atraksi yang ada tinggal lumba2 aja dan bayarnya tetap sama 50rb per orang kalo cuma ke area pantai 10rb aja makanan dan minuman standar  kamar mandi cukup banyak,pas kesorean atraksi tinggal lumba2 aja bayarnya 50rb orang kalo area pantai 10rb aja makanan minuman standar kamar mandi,"['pas', 'kesorean', 'atraksi', 'tinggal', 'lumba2', 'aja', 'bayarnya', '50rb', 'orang', 'kalo', 'area', 'pantai', '10rb', 'aja', 'makanan', 'minuman', 'standar', 'kamar', 'mandi']",pas sore atraksi tinggal lumba2 aja bayar 50rb orang kalo area pantai 10rb aja makan minum standar kamar mandi,positif
5,"Pantainya sangat luas dan bersih
Terdapat banyak binatang'nya juga
Dan udaranya sangat sejuk bila pagi hari
Cocok buat hiling'",pantainya sangat luas dan bersihterdapat banyak binatangnya jugadan udaranya sangat sejuk bila pagi haricocok buat hiling,pantainya luas bersihterdapat binatangnya jugadan udaranya sejuk pagi haricocok hiling,"['pantainya', 'luas', 'bersihterdapat', 'binatangnya', 'jugadan', 'udaranya', 'sejuk', 'pagi', 'haricocok', 'hiling']",pantai luas bersihterdapat binatang jugadan udara sejuk pagi haricocok hiling,positif
4,"Datanglah di jam2 pertunjukan lumba lumba dan hewan, jadi tidak sayang bayar uang masuk 50k, mau foto sama lumba-lumba bayar lagi 25k, fotonya cuma sebentar banget karena harus gantian, mau naik gajah 25k, unta 20k. Mungkin karena sekarang …",datanglah di jam2 pertunjukan lumba lumba dan hewan jadi tidak sayang bayar uang masuk 50k mau foto sama lumbalumba bayar lagi 25k fotonya cuma sebentar banget karena harus gantian mau naik gajah 25k unta 20k mungkin karena sekarang ,datanglah jam2 pertunjukan lumba lumba hewan sayang bayar uang masuk 50k foto lumbalumba bayar 25k fotonya sebentar banget gantian gajah 25k unta 20k,"['datanglah', 'jam2', 'pertunjukan', 'lumba', 'lumba', 'hewan', 'sayang', 'bayar', 'uang', 'masuk', '50k', 'foto', 'lumbalumba', 'bayar', '25k', 'fotonya', 'sebentar', 'banget', 'gantian', 'gajah', '25k', 'unta', '20k']",datang jam2 tunjuk lumba lumba hewan sayang bayar uang masuk 50k foto lumbalumba bayar 25k foto sebentar banget ganti gajah 25k unta 20k,positif
4,"tiketnya murah, hewannya blm banyak tapi tempatnya bersih, pertunjukannya sangat menghibur, masih ada pembangunan, tapi yang sangat disayangkan harga makanan dan minuman sangat mahal, contoh simpelnya es teh manis harga 10.000 cup sedang, es batunya sedikit langsung lebur jdi tdk dingin dan tidak manis lebih ke tawar.",tiketnya murah hewannya blm banyak tapi tempatnya bersih pertunjukannya sangat menghibur masih ada pembangunan tapi yang sangat disayangkan harga makanan dan minuman sangat mahal contoh simpelnya es teh manis harga 10000 cup sedang es batunya sedikit langsung lebur jdi tdk dingin dan tidak manis lebih ke tawar,tiketnya murah hewannya blm tempatnya bersih pertunjukannya menghibur pembangunan disayangkan harga makanan minuman mahal contoh simpelnya es teh manis harga 10000 cup es batunya langsung lebur jdi tdk dingin manis tawar,"['tiketnya', 'murah', 'hewannya', 'blm', 'tempatnya', 'bersih', 'pertunjukannya', 'menghibur', 'pembangunan', 'disayangkan', 'harga', 'makanan', 'minuman', 'mahal', 'contoh', 'simpelnya', 'es', 'teh', 'manis', 'harga', '10000', 'cup', 'es', 'batunya', 'langsung', 'lebur', 'jdi', 'tdk', 'dingin', 'manis', 'tawar']",tiket murah hewan blm tempat bersih tunjuk hibur bangun sayang harga makan minum mahal contoh simpel es teh manis harga 10000 cup es batu langsung lebur jdi tdk dingin manis tawar,positif
5,"Tempat luar biasa, staf yang ramah, tetapi masih banyak pekerjaan yang harus diselesaikan. Terutama soal area pejalan kaki & kebersihan, kerapihan lokasi. Secara keseluruhan, ini adalah pengalaman yang luar biasa....",tempat luar biasa staf yang ramah tetapi masih banyak pekerjaan yang harus diselesaikan terutama soal area pejalan kaki  kebersihan kerapihan lokasi secara keseluruhan ini adalah pengalaman yang luar biasa,staf ramah pekerjaan diselesaikan area pejalan kaki kebersihan kerapihan lokasi pengalaman,"['staf', 'ramah', 'pekerjaan', 'diselesaikan', 'area', 'pejalan', 'kaki', 'kebersihan', 'kerapihan', 'lokasi', 'pengalaman']",staf ramah kerja selesai area pejal kaki bersih kerapihan lokasi alam,positif
5,"Kalau cuma mau menikmati binatang dan nonton show2 terjadwalnya, harga tiket 50 ribu sangat value for money. Namun untuk wahana tungganan hewan dan memberi makannya memang agak overprice. Namun sesekali buat pengalaman ya tidak apa2.",kalau cuma mau menikmati binatang dan nonton show2 terjadwalnya harga tiket 50 ribu sangat value for money namun untuk wahana tungganan hewan dan memberi makannya memang agak overprice namun sesekali buat pengalaman ya tidak apa2,menikmati binatang nonton show2 terjadwalnya harga tiket 50 ribu value for money wahana tungganan hewan makannya overprice pengalaman ya apa2,"['menikmati', 'binatang', 'nonton', 'show2', 'terjadwalnya', 'harga', 'tiket', '50', 'ribu', 'value', 'for', 'money', 'wahana', 'tungganan', 'hewan', 'makannya', 'overprice', 'pengalaman', 'ya', 'apa2']",nikmat binatang nonton show2 jadwal harga tiket 50 ribu value for money wahana tungganan hewan makan overprice alam ya apa2,positif
4,Masih proses pengembangan tapi sudah cukup bagus,masih proses pengembangan tapi sudah cukup bagus,proses pengembangan bagus,"['proses', 'pengembangan', 'bagus']",proses kembang bagus,positif
4,Bagus untuk wisata edukasi anak,bagus untuk wisata edukasi anak,bagus wisata edukasi anak,"['bagus', 'wisata', 'edukasi', 'anak']",bagus wisata edukasi anak,positif
5,Pertunjukan lumba2nya sangat bagus. Tp tidak disarankan kesini saat musim hujan.. Becek !!!,pertunjukan lumba2nya sangat bagus tp tidak disarankan kesini saat musim hujan becek ,pertunjukan lumba2nya bagus tp disarankan kesini musim hujan becek,"['pertunjukan', 'lumba2nya', 'bagus', 'tp', 'disarankan', 'kesini', 'musim', 'hujan', 'becek']",tunjuk lumba2nya bagus tp saran kesini musim hujan becek,positif
5,Wahana menarik yang menampilkan atraksi hewan yang terlatih dengan baik. Berada di tepi pantai yang menyajikan pemandangan laut dengan angin pantai yang berhembus dengan kencang,wahana menarik yang menampilkan atraksi hewan yang terlatih dengan baik berada di tepi pantai yang menyajikan pemandangan laut dengan angin pantai yang berhembus dengan kencang,wahana menarik menampilkan atraksi hewan terlatih tepi pantai menyajikan pemandangan laut angin pantai berhembus kencang,"['wahana', 'menarik', 'menampilkan', 'atraksi', 'hewan', 'terlatih', 'tepi', 'pantai', 'menyajikan', 'pemandangan', 'laut', 'angin', 'pantai', 'berhembus', 'kencang']",wahana tarik tampil atraksi hewan latih tepi pantai saji pandang laut angin pantai hembus kencang,positif
