Name,content,score
fitri amilia meccawati,Pernah tes napza.... pelayanan ne ramah...langsung sat set mengganti identitas dokumen yg salah,5
sastra ageng,Perawatnya ramah2...plyanan semakin bagus dan cepat...tingkat terus..,5
Ari A,Rsud kajen pelayanan ramah dan cepat,5
Hartono basuki,Bersih dan nyaman,5
Fara Rafafira,Rsud kajen pelayann ok,5
Sukar Yanto,"RSUD Kajen semakin Ok,pelayanan mantab dan ramah 👍👍👍 …",5
Fauzan zain,"RSUD kajen Pelayanan nya sangat baik, petugas nya ramah murah senyum telaten",5
Agus Slamet,"Alhamdulillah....semenjak adanya RSUD KAJEN....,kami masyarakat sangat terbantu sekali ,apalagi PELAYANAN NYA HUMONIS ,TEPAT ,DAN SEPERTI KELUARGA SENDIRI ,tempatnya juga BERSIH & SEJUK.",5
Dwi Gustiana,"Rumah sakit dg pelayanan prima, ramah² petugas nya 😘 …",5
Nike Anantasari,"Alhamdulillah seccar 2x di RSUD KAJEN nyaman dan dilayani dengan baik,,",5
Nur Hidayah,"Perawatan di uangan anak baik
Tapi mohon maaf uangan dan kamar mandi sempit",5
ristio leny,"Terimakasih RSUD kajen, pelayanan diruangan anak sudah baik",5
Saptanti Wulandari,"Alhamdulillah selama anak saya dirawat di ruang flamboyan, pelayanan baik..
Dokternya juga enak untuk di ajak konsultasi",5
Ridho Hermawan,Sangat baik pelayanan nya tetapi untuk di ruang anak tepat nya di ruang flamboyan itu ruangan nya terasa panas mohon untuk di respon kan,5
Agil Naufal,"Pelayanan diruang anak cukup baik,tapi ruangan sangat panas dan sempit,mungkin bisa di perbesar ruangan,dan juga dikasih AC juga  biar dingin-dingin gitu dan biar gk kepanasan terima kasih...",5
Ahmad Faruq Alazhar Manar,"pelayanan dirungan anak baik , tp mohon maaf pihak rs, tolong diperhatikan alat alat mainan anak anak, banyak yg rusakkk",5
ahmad numotion,dingin dan bersih,5
Mas Yanto,"Alhamduliah makasih pak supir RSUD kajen
Pengalaman saya di antar supir ya yaman tidak ugal ugalan di tingkatkan lg pelayanaan lebih bagus",5
arga wijaya,"atas pelayanan yang memuaskan, terimakasih rsud kajen",5
Anto kevin,"Alhamduliah untuk pelayanan supir ramah
Dikasih tip ngk mau  terima kasih RUSD KAJEN",5
Bonang Bonang,No review text,5
Keyza Bengkel,Alkhamdulillah....pelaynn sgt baik,5
Puji Handoko,Pelayanan nya semakin membaik banyak dokter yang canggih canggih semoga semakin sukses selalu,5
Bandel Wasito,Pelayanan bagus,5
Wildanfadli,"Pelayanan saat dipoli terlayani dg baik dan utk antri apotiknya msh wajar tdk kelamaan...
Smg bs dtingktkn lebih baik lg utk RSUD kajen jaya",5
muklis arifin,RSUD KAJEN YANG TERBAIK,5
PETANI Channel,Pelayanan baik,5
Diah Kartika,No review text,5
Umi Hasan,"Saya adalah pasien rawat jalan, selama saya berobat di RSUD ini, saya merasa nyaman karena pelayanannya sangat baik,para karyawan dan perawat nya pun sangat ramah dan bersahabat. Smg RSUD ini kedepan semakin baik dan berjaya...🙏 …",5
vina jazalatun,No review text,5
Tri Aviyanti,"Pelayanan baik, tempat bersih, perawatnya ramah. Tingkatkan terus untuk pelayanan kedepan nya 🙏 …",5
endhra herlambang,No review text,5
Jaka Hoya,"RSUD kajen pelayanannya memuaskan,, perawatnya ramah ramah",5
Icha Maulana,"Pelayanan dikamar operasinya istimewa mas admin dan perawatnya ramah,kita yg mau operasi tegang,deg2an dibuat happy dg diajak bercanda sukses selalu rsud kajen",5
Nawala Rara Yunastiti,"Pelayanannya bagus, tempatnya bersih, perawatnya ramah ramah. Mantappp!!",5
Nana Ysf,Terima kasih RSUD Kajen untuk pelayanannya yang baik.,5
Bebek Mangap,Semoga Rsud kajen tambah Jaya dlm memberikan pelayanan kesehatan pada masyarakat kab.Pekalongan dan sekitarnya 👍👍👍⭐⭐⭐⭐⭐ …,5
Diena 80,Alhamdulillaah selalu lancar dan dilayani dg baik jika kontrol di Rsud Kajen 🙏 …,5
siti nur fadhilah,walaupun keluarga saya pasien bpjs.. tetap dilayani dengan baik,5
Rizkilah 22,No review text,5
Daryati Pkl,Peratwatanya baik....perawatnya ramah ramah,5
Aditya Karo Ramadhan,"RSUD dengan fasilitas yg baik, salut sama hospitality security dan petugas yg menerima pendaftaran pasien 👍👍 …",5
Dedi Dermawan,"Pelayanannya bagus, dipandu oleh security yg ramah dan diarahkan langsung... para pegawainya murah senyum semua... semangat untuk memberikan layanan yg terbaik bagi masyarakat...",5
Arif Khusniyati,Sangat memuaskan sekali pelayanannya.. ruang Seroja....jaya selalu RS kajen,5
Anita Romansari,Rsud kajen mantab..👍 …,5
Ani Nuraeni,"RSUD kajen cukup luas, pelayanan sudah semakin baik,perawatnya baik2 dan ramah2...Terima kasih RSUD Kajen..",5
Veny Fitriyanti,"Pelayanannya baik. Perawatnya ramah, cekatan. Terima kasih RSUD kajen",5
Hartono Celly,No review text,5
Lelin Fitriani,Pelayanan nya bagus.... Saya sangat berterimakasih RSUD kajen.,5
Desi Pkl,Semoga pelayanan nya lebih bagus.. Full senyum.... Jaya selalu RSUD kajen,5
Dani Wijayanti,Pelayanan rumah sakit Ruangan melati sangat bagus saya puas,5
MRA TUBE ONE,Saya seneng dengan oelayanan ruangan melati karena petugas sangat ramah serta bersih adem,5
Anan Sabar,"Fasilitas lumayan kelas 3 tetep adek, dijam istirahat tv di matiin oleh petugas. Dijam biasa di nyalahin. Jdi nyaman.",5
Susiyani 806,Saya sangat puas dengan pelayanan kerja rumah sakit disini karena petugasnya ramah dan fasilitas sangat memadai bersih asri di ruang melati,5
Anto Anto,Puas banget pelayanan di Ruangan melati PETUGAS RAMAH😍🤩 …,5
Chandra Febriyati,"Dari pertama masuk enak kamar mandi ruangan walau sempit tapi bersih,petugas ruangan melati juga cekatan",5
Jepri Antonio,Bagus banget pelayanan di ruangan melati,5
Aditya Channel,Bagus banget pelayanan di RSUD KAJEN ruangan MELATI,5
Misno Nara,Bagus banget pelayanan fi RSUD Kajen ruangan melati,5
Anggita Ardani,Nyaman dan sekarang sudah memuaskanq,5
Na Araa,bagus sekali pelayanan di RSUD kajen,5
Ui Bkv,Betah sekli  dirungan melati 😍 …,3
Dewi Hasanah,No review text,5
Tubagus Setiawan,PELAYANAN R MELATI SANGAT BAGUS,5
Sapar Sapari,No review text,5
Aas Asiah,"alhamdullillah anak saya menjalani perawatan diruang anak, meskipun nenggunakan rumah zakat, pelayanan tetap baik..ramah",5
Muhaimin Min,Pelayanan bagus sekali daya puas,5
iyuth sawegah,"Pelayanan sangat bagus, saya seneng dirawat di RSUD KAJEN",5
Musbihin,"Bagus sekali pelayanan di RSUD KAJEN ini fasilitas sangat mendukung, terimakasih",5
Ainun Dina,"RSUD kajen Ruangnya bersih, dan sejuk, perawatnya cantik dan baik
fasilitasnya sangat memadai",5
Zanatun Nadia,"RSUD kajen Ruangan nya bersih,Perawat nya baik dan cantik, Lingkungan sejuk, fasilitas nya memadai",5
Pipit Ainun,No review text,5
nelizan arif,rumah sakitnya luas bersih dan udaranya segar,5
Ira Subandi,"Pelayanannya ramah, helpfull, bersih dan asri..",5
Nur Fatimah,Sangat puas dengan pelayanannya,5
Bowo Kalimade,Puas...terimakasih pelayanan di ruang Seroja...jaya selalu RSUD kajen,5
Galu Setyowibisono,"Pelayanan bagus , Terimakasih",5
Budi,Terimakasih,5
Sri Rusmini,"Pelayanan Raman dan tanggap,terima kasih ruang seroja",5
ayu yuniz,"Pelayanan bagus dan cepat tanggap.
Alat yg digunakan mumpuni.",5
Widiyanto Widi,Mantab,5
alif rifky,"Sangat direkomendasikan. Pelayanannya maksimal. Dan dibawah kepemimpinan Dirut yang berdedikasi tinggi ( kebetulan saya kenal beliau dengan sangat baik)  Bravo RSUD Kajen. Sukses selalu terkhusus dr Imam P. Salam, a w",5
Farkhandhika Akbar,Semakin mantab pelayanannya,5
Eli Setia,Nyaman,5
Zaenal Muttaqin,Kerja bagus👍 …,5
Rozan Akmal,"Pelayanannya sudah baik ,pelayanan IGD lebih ditingkatkan untuk pasien gawat darurat.",5
Lasri 28,"Pelayanannya Bagus,tertib dan Ramah.
Semoga bisa ditingkatkan lagi Pelayanannya. …",5
Ratna Sari,"Sudah cukup bagus, pertahankan dan ditingkatkan lagi pelayanan nyaa...",5
Naila Karima,"Pelayanannya sudah baik, tapi semoga bisa ditingkatkan lagi.",5
tsumugi kotobuki,"suka banget sama tempatnya yg indah dan adem dimata, utk pelayanannya sudah memuaskan.... semoga dapat terus ditingkatkan lagi🙏 …",5
pekalongan mlbb,"lingkungannya asri, pelayanannya sudah bagus.. semoga bisa terus ditingkatkan lagi pelayanannya 👍👍👍 …",5
kangsarung jogja,Tempatnya asri,5
kristianto susilo,Pelayanan memuaskan,5
Suyatno Suyatno,Pelayanan Bagus dan ramah,5
Ratini Ratini,No review text,5
Suprapti Esti Arini,"Ruang nyaman, pelayanan ramah",5
Asih Sayur,No review text,5
Slamet Riyono,"RSUD kajen pelayananya baik, tempatnya bersih nyaman.",5
Suyono Yono,Pelayanan bagus......,5
Rendy Subiyanto,Pelayanan prima,5
Ahwan Samiaji,Pelayanan baikk.bagusss,5
Putri Ratu,pelayanan cepat dan memuaskan,5
Ahmad Ridlwan,"Petugasnya ramah, aman dan nyaman",5
budi rahmulyo,Ramah  dan disiplin,5
Anisa Guge,Pelayanan nya ramah dan tempat nya nyaman terimakasih,5
Oktafiani Nurul s,Ruang Melati Nyaman dan bersih,5
andi nindya,Menurut saya RSUD Kajen semakin kesini semakin baik...,5
dwi puji Lestari,"Alhamdulillah pelayanan di ruang teratai semakin membaik, petugasnya ramah dan pelayanannya cepat",5
Nur Faridah,"Pelayanannya bagus,ramah,lingkungannya asri",5
Dewi Nur ningsih,RSUD kajen yang terbaik👍👍 …,5
Septian Heni,Alhamdulilah pelayanan di RSUD Kajen sangat memuaskan,5
Faesol 0103,Pelayanan mudah,5
Durito Wae,No review text,5
apt. angga,No review text,5
Tri kumalasari,Terima kasih RSUD kajen,5
Zidan Ni'am,"Anak saya dirawat diruang anak, syukur Alhamdulillah pelayanannya baik, rumah
Banyak mainan, anak saya senang
Tp mohon untuk diperbaiki kualitas mainannya Karena banyak yg sudah rusak pak",5
dwi karya,Semoga bisa lebih baik lagi,5
Aji Restu,Nyaman,5
Pak Slamet,Trrimakasih rsud kajen... semiga jaya selalu,5
HERI SETIAWAN,"Pelayanan ramah cepat, ruangan rapi bersih
Terimakasih",5
Ruddy Jarwo,"Alhamdulillah perawatan anak saya baik, dokter perawat semua ramah",5
rianah sribukti,"pengobatan anak saya di ruang anak gratis tis,  tapi pelayanan bagus tidak dibedakan",5
Pipah Pipah,"Alhamdulillah anak saya dirawat di ruang anak pelayanan baik, betah karena nyaman banyak mainan, tapi sayang alat mainan banyak yg sudah rusak dan ruangan panas",5
Sukeni 12,No review text,5
Arka 123,No review text,5
Tono Sumkid,"Lingkungan bersih, pelayanan ramah, akses mudah semoga bisa dipertahankan syukur syukur ditingkatkan",5
Wulanda,"Terima kasih RSUD Kajen, sudah memberikan pelayanan terbaik dari pendaftaran hingga tindakan.
Pengalaman saya nungguin ibu saya, dokter dan perawat dengan penuh sabar …",5
Ayu Ida Savitri,Pelayanan kesehatan terbaik di wilayahnya dan keramahan yang baik dari seluruh staf membuat pasien mendapatkan pelayanan medis terbaik.,5
Winarti Kesesi,Pelayanan yang baik dan sigap,5
Albert Eric,No review text,5
Derykuluasry,Sudah lebih baik,5
Gusti Revanol,"Alhamdulillah lingkungan bersih, pelayanan bagus,dan cepat terimakasih RSUD Kajen👍 …",5
Dewi Setyowati,Semoga selalu menjadi instansi penuh barokah sebagai jalan ikhtiar sehat dan kesembuhan.,5
Sity Mayroh,Beberapa kali berkunjung ke RSUD Kajen ... pelayananan nya bagus .. fasilitas nya oke ..,5
mustakim mukhidin,No review text,5
dini ridwan,No review text,5
Fahmi,No review text,5
Harmoko 01,Semoga menjadi yg terdepan,5
Bannn,No review text,5
Nur Habibah Sofiana,"Pernah antar  orangtua periksa, terutama poli mata dan poli tht... Pelayanan cepat dan ramah, tempatnya asri dan luas juga",5
Dhauning Tyas,"Pelayanan bagus,
Semoga kedepan bisa lebih baik lagi pelayanannya, terutama pada masyarakat menengah ke bawah.",5
ardie pacha,Sukses selalu,5
Ika Muslikha,Pelayanan rsud kajen baik dan cepat. Antrian poli sekarang bisa lebih cepat dan mudah,5
Tasya Frestya Yuhanita,Pelayanan sangat bagus👍👍 …,5
novie kasyaf,"Pernah menjadi penunggu pasien ruang phonex, ruangannya nyaman dan petugasnya ramah",5
Mifta Fatimah,"Sangat membantu masyarakat dalam membutuhkan pertolongan kesehatan, Tingkatkan terus kualitas dan pelayanan agar semakin dan semakin baik
Jaya sukses selalu RSUD Kajen 👍 …",5
Hendra Hermawan,Pelayan semakin terus membaik,5
Riski Mayunda Lestari,"Pelayanan sangat baik, letaknya srategis👍 …",5
ahmad atho,Pelayanannya bagus tempatnya oke tingkatkan terus ...,5
Mega Yuli,No review text,5
medina rahma,Sebelah timurnya sudah ada Gedung Baru yang bagus...semoga bisa segera beroperasi dan pelayanan yang sudah baik semakin di tingkatkan....Buka poli sore dan malam kalo bisa....,5
Dek Tyaz,No review text,5
Nisma Dina,No review text,5
nur lelah,Keren,4
Isti Latifani,RSUD Yang menurut pengalaman saya selama keluarga di rawat di RS Kajen..pelayanannya baik..informasi jelas.,5
JAVAS,Alhamdulillah selama ini saya selalu setia berobat kers Kajen karena pelayanan bagus,5
Nayla Pramesti,Pelayanan ramah dan baik.,5
Adin Sutanto,Pelayanan yg sangat luarbiasa,5
fahrur rozie,Humanis & public oriented. Lingkungan bersih dan nyaman,5
nurok him,"Alhamdulillah pelayanan bagus dan sekarang mudah dengan adanya pendaftaran online /JKN,terasa terbantu dan lebih cepat tidak perlu antri lagi spt dlu saat saya mendaftar di RSUD Kajen...
Terimakasih sukses dan semakin maju terus",5
Nanik Sri Haryani,"RSUD Kajen lingkungan bersih, pelayanan cepat dan ramah",5
Siswanto,No review text,5
Miya Ayu Nab'i Hayatina,"Pelayanannya bagus,cuma nyamuknya banyak banget",4
Nuke Shavila,Pelayanan memuaskan,5
Anindita Sauvika,No review text,5
Rachma Arsi,No review text,5
Marno Raharjo,"Saya penunggu pasien diruang anak, Alhamdulillah ruangan dekat dengan masjid
Sehingga  mudah utk beribadah karena ruang anak sangat sempit🙏 tapi utk pelayanan cukup baik, ramah👍 …",5
abdul Kholik Endra Kurniawan,"Alhamdulillah pernah dirawat diruang anak, meskipun menggunakan program gratis, pelayanan terhadap anak saya tidak dibedakan, tetap ramah dan sopan",5
Imelda Lanta,No review text,4
sunardi sunardi,Parkir luas  aman memadai,5
dian novitasari,Bersih...hijau berseri 💚 …,5
Eko Teguh pratikno,No review text,5
Ilmi sasi_,No review text,5
Rasya Rasya,Pelayannya ok,5
tarkiyah Apenk,Pelayanan Ruang Mawar bagus waktu merawat anak saya yang operasi,5
chotijatun,sukses selalu RSUD Kajen,5
yulia larasati,"Pelayanan oke, dokter n perawat ramah2 smua. Tempatnya juga bersih",5
Aryo Noppi,Pengalaman dirawat di rs kajen sangat baik ...,5
Supair Sakdanah,Semoga selalu menjadi RS yang terbaik dalam memberikan pelayanan,5
bayu stroong,salah satu RSUD terbaik di Kab Pekalongan..pelayanan mantap..Dokter spesialis yg lengkap dan berpengalaman👍 …,5
Eko Diyah Sri Yuliyanti,Rsud kajen..rsud kebanggaan masyarakat kabupaten pekalongan..terima kasih telah memberikan sumbangsih dalam peningkatan pelayanan kesehatan,5
Dinar Wulan Sari,"Tempat representatif, pilihan dokter lengkap, tata ruang sejuk dan asri, pelayanan ramah dan cekatan... Maju terus RSUD Kajen...",5
Vadiya Maharani,Sangat bagus dalam memberikan pelayanan,5
Mirza Mahardian Mahardian,"Terimakasih RS Kajen, pelayanannya sudah makin oke, pelayanan ramah dan memuaskan. Semoga Manajemen Rs Kajen bisa mempertahankan pelayanannya....aminnn",5
Zahrotun Munafida,"Pelayanan bagus, fasilitas memadai",5
Krisna Wisnu Wibowo_PKO_FIK,No review text,5
RAFFA AULIA ADNIN,No review text,5
Yoggi Sekar,No review text,5
Pujo Pramudiarto,No review text,5
Aqilla Sekarayu,No review text,5
Abu Huraeroh,RSUD Kajen... terbaik,5
thifa naila,No review text,5
Annisaputri Damayanti,Bagus,5
Rumini Satoto,"Alhamdulilllah terlayani dengan baik, pelayanan cepat aetelah ada online, perawatnya ramah ramah, dokternya komunikatif..sukses selalu buat RSUD Kajen",5
rayhan athalla,Besar,5
Berkebun di Pekarangan Rumah,MANTAP,5
Anggita Dilla 04,No review text,5
Pak Gunawan,Dengan adanya Gedung baru tentu tempat dan pasilitas semakin Baik,5
Arkan Z.M,bagus,5
Enha Naila,No review text,5
Agung Putro Harnanto,No review text,5
mufidatul Falasifah,Pelayanannya bagus.,5
Hadi Mundlofar,Alhamdulilah pelayanan terhadap kami pada waktu di RSUD Kajen selalu baik.,5
zuaim Rusydi,No review text,5
Karina,Rumah sakit yg cukup bagus pelayanannya di kotaku👍 …,5
Minaylandra ray,"RS terbaik di kabupaten Pekalongan,dokter2nya sigap,susternya cekatan",5
dian widiatmo,kamarnya bersih. makanan lezat,5
Akhwan Nadzirin,RSUD kajen semakin bagus dalam pelayanan kesehatan dan pengabdian kepada masyarakat.,5
Ardhi Haryawan,RSUD Kajen terbaik 👍 …,5
Revy Andriza,No review text,5
Mei Setiawati,No review text,5
soleh udin,Bersih dan pelayanan sangat memuaskan 😍😍 …,5
Anas Syuhud,No review text,5
Muhozin Khozin,Lanjutkan,5
Rina Fitriana,"Kemarin ke dokter kulit, pelayanan sangat bagus",5
Warda Nafisah,No review text,5
mustakim Farras,Terbaiklah👍 semoga barokah …,5
Kenyo Kurimah P,Pengalaman cek laborat pegawainya ramah² yaa...,5
Aris Munandar,Pelayanan Prima,5
Naftaliena Asy-Syifaun Najah SR,No review text,5
Putri Yunita Sari,rumah sakit yang bagus,5
Raihanah Ganika,"Pelayanan bagus,staff n dokternya ramah². Sukses terus RSUD kajen..semoga kedepannya lebih baik lagi",5
Muhamad Arifin20_0043,Alhamdulillah selama ini kami dapat pelayanan dengan baik,5
sri martini,Layanannya bagus,5
arif subekti,Pelayanan bagus. Dokter dan perawatnya sigap dan ramah.,5
Mufidah Mujaril,Fasilitas maupun pelayanan memuaskan.,5
Endang Murdiningrum,"Pelayanan bagus, dokter & perawat cepat tanggap",5
endang sr juwaningsih endang,Semakin maju. Aamiin,5
Mugi Rakharjo,Petugas yang ramah ramah. Semoga kedepan lebih baik lagi...,5
siska wijayanti,No review text,5
rukman hidayat,Petunjuk ruangan yg mudah dilihat & jelas shg ketika mencari ruangan yg dituju mudah ditemukan..,5
Karolina Lina,No review text,5
Axl Heiyya Ramadhana,rumah sakit hijau,5
Imam ahmad,"Layanan bagus dan cepat, tak perlu waktu lama ngantri obatnya. Maju terus RSUD Kajen.",5
Jassjos Asianto,Pelayanan Bagusss 👍👍👍 …,5
Agung Sutraji Media,Sukses selalu RSUD Kajen,5
budi anto,No review text,5
Roufah Ainani,"Bersih, pelayanan cepat dan tanggap 👍 …",5
arsana rozaktana,No review text,5
albirru raayan,"Tempatnya bersih dokter spesialisnya lengkap
Pelayanan ramah",5
Kartika Sari,"Alhamdulillah saat bapak dan ibu saya dirawat di RSUD Kajen, selalu mendapatkan pelayanan yang baik dan  ramah dari semua pihak, mulai dari tenaga kesehatan sampai dengan tenaga kebersihan. Ruangan juga selalu terjaga kebersihannya. Terimakasih 🙏 …",5
D.A.S Channel,No review text,5
Biim TV Channel,"Pelayanan baik.. Semoga semakin baik lagi dengan adanya gedung baru 4 lantai..
Good job",5
Laila Karanganyar,Pelayanan memuaskan,5
Rifqi Pahlevi,Pelayananya ramah dan cepat... rekomended,5
Muhammad Idwin Irfani,"Pelayanan Terbaik bagi kami selaku pasien di RSUD Kajen.
Semakin sukses untuk RSUD Kajen",5
Hibban Diansyah,"Rumah sakit pemerintah yg sdh berbenah, dgn pelayanan yg cepat, ramah dan tidak membedakan pasien.... tempatnya jg beraih dan sejuk",5
Santi Prihatin,pkl disini nyaman poll,5
d'Nerro 86,No review text,5
Setyawan Azka,Pelayanan baik. Respon ke pasien ramah dan cepat.,5
Agista Ekapratiwi,Topp dahh kalo pkl di rsud kajenn,5
ainia dian,"Rsud kajen dengan lingkungannya yang nyaman, pelayanannya baik, pegawainya ramah ramah⭐⭐⭐⭐⭐",5
Etha aletha,"Petugasnya ramah, rumah sakitnya nersih",5
Ibrahim Ovick,No review text,5
Asyifa Nurohmah,perawatan nya sangat baik👐🏽👍 …,5
Doro Akuu,No review text,5
Adul Buah,Pelayanan bagus ..perawat ramah👍👍👍 …,5
Khaerur Rizkiyah,No review text,5
Irwan Yulistia,Sukses terus RSUD Kajen,5
wardatul jannah,Rumah sakitnya Adem Rindang...Tingkatkan Pelayanan biar semakin Maju,5
novandi wijayanto,Terus memberi layanan terbaik RSUD Kajen,5
endriawan widodo,Pengembangan kompetensi SDM dlm segala hal luar biasa,5
Deni Prihasti,"Perawatan diruang anak baik, perawatnya ramah dan sopan, mau ngajaj anak saya bermain.
Hanya saja ruangan terlalu sempit dan alat mainan anak pada rusak",5
Heibaby Officialsite,RSUD yang megah dan lengkap pelayananannya di daerah selatan pekaongan,5
Sutrisnoanest Sevo,"RSUD yg cukup bagus,Lingkungan yg bersih dan asri,pelayanan yg cukup baik dan ramah.",5
Alde Raisah Aina 3A ibnu khaldun,Semoga makin sukses,5
Tri Sandi,Pelayanannya ramah dan lingkungannya bersih,5
Harminto Zen,"Perawatnya baik baik,dokternya ramah ramah",5
Lanang Aditama,okesip,5
LANANG ISHANDA ADITAMA,"Kota Pekalongan, kota yang indah dan penuh memori... Saya ingat waktu kecil saya sering liburan ke Pekalongan mengunjungi paman saya, namanya Lik Fatih. Saya selalu diajak main ke kebun dan sawahnya. Suatu hari, ketika usia saya sekitar 8 …",5
Rayha Rayha,"Pelayanannya semuanya bagus,tp banyak nyamuknya.",5
Ica Mecca83,Sukses selalu buat RSUD kajen ku.. 🥰 18th bersama mu.. Spt rumah ke 2 ku😘 …,5
Yudhi Susanto kurniawan,Semakin bagus dan ramah pelayanan poliklinik ...👍👍👍 …,5
Densa Anggraini Surya Dewi,Pengalaman saya periksa di radiologi... Petugas radiologinya ramah dan memberi informasinya jelas. Antrian juga tidak terlalu lama. Pertahankan ya...,5
teguh priyanto,Penambahan alat ct scan 16 slice  memberikan kemudahan bagi pasien cidera kepala berat jadi lebih cepat di tangani,5
Diyah Fridiyani,Kamar mandinya sempit,5
paryati paryati,alhamdulillah pelayanan tambah baik dan cepat,5
kresnowati Wati,Rumah sakit yang bagus,5
Krisnawati 82,"Pelayanan dRSUD Kajen sangat baik terutama diruang mawar.tempatnya juga nyaman..penunjang medis jg bagus,radiologi dll.",5
slamet budiono,"Pelayanan Mantap, cepat, tanggap...",5
Nur Chikmah,Melayani dengan baik,5
susbi anto,Pelayanan cepat,5
Eka wijayanti,No review text,5
ramadhan risky,"RS Kajen bersih rapi,tingkatkan pelayanannya",5
Nurul Hidayati,No review text,5
Dwi Indasih,No review text,5
Dewinita Afriyanti,No review text,5
zen thok,No review text,5
Sigit Atmaji,Pelayanan optimal,5
kikky eka amilia,No review text,5
m masykhan,No review text,5
Dara Bundanya Eza,Rs nya bersih dan asri,5
Nyaz Nyuz,Pelayanan nya baik petugasnya ramah,5
dwi srilestari,Rsud kajen is the best,5
dyah purnamasari,Pelayanan baik👍 …,5
ani aries,RSUD kajen pelayanan ok,5
Nia Wartini,No review text,5
Soyo Aji,tampan,5
Marcel Yo,"sangat"" bagus, pelayanan nya baik dan ramah.",5
zamronah bidan,No review text,5
Arieska 057,Lanjutkan,5
Salsa Bila saila,No review text,5
Mas Abe,"Anak saya dirawat di flambayon, pelayan perawat anak sangat baguss.. ramah, humoris
Hanya ruangan nya kalau malam banyak nyamuk",5
Adi,No review text,1
puspita dewi kartika,"Pelayanan sangat memuaskan, gedungnya bagus, perawatnya ramah - ramah mantabs 👍👍 …",5
sandi widyatama,"Pelayanan sangat baik, cepat, memuaskan, ramah, gedungnya bagus",5
Sandi Widyatama,RSUD Kajen pelayanan nya sangat memuaskan top banget,5
Salsa Langensari,Perawat dan dokter sangat ramah dan pelayanan sangat memuaskan,5
18. Muhammad Dary Abdillah,"Pelayanan memuaskan, perawatnya baik2 dan ramah- ramah ⭐⭐⭐⭐⭐",5
Ibadi Aisha,"Pelayanannya sangat bagus, dan memuaskan ⭐⭐⭐⭐⭐",5
Ayyea Tahta,No review text,5
Tsabita Khansa12,Pelayanan bagus petugasnya ramah gedungnya sekarang jg sudah bagus banyak perkembangan...semoga semakin maju...,5
Mudrikahtul Khasanah,Pelayanan di ruang melati memuaskan 👍🏻👍🏻 …,5
Murta Qiyah,Rsud Kajen pelayanan di ruang melati sangat baik.,5
Naila Tsabita,RSUD Kajen sangat cocok untuk orang yang kurang mampu,5
RAHARJO FAKHRIE,"Pelayanan terhadap pasien di RSUD Kajen sangat memuaskan, sangat cocok untuk orang yang tidak mampu",5
Alya Khoirunnisa,Fasilitas memadai di RSUD Kajen khususnya ruang melati sehingga pasien merasakan kenyamanan,5
slamet sukendar,Pelayanan baik dan petugasnya ramah 👍 …,5
nur indah,Pelayanannya memuaskan,5
Arya ribhi Dwi anggoro,Tx RSUD kjn,5
soleh h,Rsud kajen Pelayananya pokokny ok deh,5
Triyo Aw,"Rekomended untuk laboratnya
Langganan cek lab sendiri di hari biasa ngga ada 2 jam hasil lab sudah jadi, bisa via WA jg hasilnya bentuk file pdf …",5
zaida mukaromah,No review text,5
singgih hastungkara,Pelayanan buruk. Kamar VIP berasa kamar kelas 3. Banyak nyamuk pula,1
Tik Titik,Yang terbaik 👍👍👍 …,5
Fitria Febryana,No review text,5
Ratri Titisari,No review text,5
Navyzhah Aulia Putri Wibawa,No review text,5
Diyah Widiyanti,"Tempat cuci tangan nya banyak,, sehingga lebih mudah untuk melakukan kebersihan tangan.",5
Sultan Ajisaka,"Alhamdulillah pelayanan bagus dan sekarang mudah dengan adanya pendaftaran online dan anjungan mandiri terasa terbantu dan lebih cepat tidak perlu antri lagi saat saya mendaftar di RSUD Kajen...
Terimakasih sukses dan semakin maju terus",5
TUKANG CUKUR JALAN-JALAN,"Logo depan bintang 5, pelayanan fasilitas bintang 1",1
muhammad rafi,banyak nyamuk,3
Yumna Azzahra,No review text,1
Ning Winarsih,Pelayanannya Baik,5
Vitha Ramadhani,Alhamdulillah dari hari pertama masuk sampai entri pelayanannya ramah & cepat. Walaupun saya peserta bpjs tapi pelayanan tidak dibedakan. Terimakasih 🤗 …,5
Nur Khalifah,Haduh 🥴parah sih ini lama bngt tunggu dokternya ini udh jam 12 blm dateng padahal katanya tidak sedang melakukan oprasii 🤕 …,1
Bu Murip,Ramah dan santun di poly gigi,5
Bad Girls,"Astagaaa bidan ponexnya judeznya nauzubillah...ditanya baik baik dg nada santun dijwbnya dg nada ketus.
Apa gak bisa jwbnya dg lbh santun jg? …",1
Augus surya Atmaja,"peLayanan kurang baik,fasiLitas kurang memadai,ruangannya banyak nyamuk,bau sampah,menyesaL pernah singgah disini..dan mahaL menurut saya..tempatnya bau..",1
Akun Webinar,"Pelayan IGD sangat memuaskan, dokter perawat staf pendaftaran sangat melayani dg santun, tapi ketika sudah masuk R. Seroja yang tau tau ajalah. 😁 …",1
Syaifulmizar,"pelayanan buruk... dari daftr igd masa k bangsal jalan sendiri bawa bekas rm kaya mw lamar kerja. masuk kam jam 17.00 tidak dapt makan.
slimut pun tidak ada. …",1
