content,text_tokens_stemmed,Label,Label NB
Alhamdulillah walaupun Rs negri tp pelayanannya sangat baik..fasilitas lengkap...sukses slalu buat rsud kajen pekalongan,alhamdulillah rs negri tp layan baikfasilitas lengkapsukses slalu rsud kajen kalong,positif,positif
Terimakasih atas pelayanan d rsud kajen yg semakin maju,terimakasih layan d rsud kajen yg maju,positif,positif
"Pengalaman anak sy masuk IGD kr waktu bermain telinga kebaret besi dan berdarah byk, langsung gercep ditangani oleh perawat yg bertugas , telinga anak sy dijahit dan hasil jahitanpun bagus sehingga tdk meninggalkan bekas jahitan smp sekarang, semua tindakan bisa dicaver BPJS tanpa membayar sepeserpen",alam anak sy masuk igd kr main telinga baret besi darah byk langsung gercep tangan awat yg tugas telinga anak sy jahit hasil jahit bagus tdk tinggal bekas jahit smp tindak dicaver bpjs bayar sepeserpen,positif,positif
"Pernah nungguin mertua opname di sini,ternyata semua gratis.fasilitas yg di dpt jg sama dg yg bayar.",nungguin mertua opname siniternyata gratisfasilitas yg dpt jg dg yg bayar,positif,positif
"Terimakasih pelayanan di RSUD Kajen baik dan ramah, tidak membedakan Pasien BPJS dan Pasien Umum dalam pelayanan, semoga tambah maju dan sukses untuk RSUD Kajen",terimakasih layan rsud kajen ramah beda pasien bpjs pasien layan moga maju sukses rsud kajen,positif,positif
"Petugas ramah, dokternya baik",tugas ramah dokter,positif,positif
No review text,no review text,positif,positif
semoga di buka pelayanan poliklinik siang...,moga buka layan poliklinik siang,positif,positif
Pelayanan serta fasilitas sangat memadai,layan fasilitas pada,positif,positif
mantap👍👍 …,mantap,positif,positif
"Pelayanan baik, tempatnya bersih dan orang-orang nya ramah",layan tempat bersih orangorang nya ramah,positif,positif
"RSUD Kajen sudah mulai berbenah untuk lebih baik dan lebih baik lagi ke depannya, penanganan dengan respon cepat, tetep semangat buat karyawan RSUD Kajen, terimakasih atas pelayanan yang baik selama ini untuk keluarga kami",rsud kajen benah depan tangan respon cepat tetep semangat karyawan rsud kajen terimakasih layan keluarga,positif,positif
"Silahkan berkunjung ke Instalasi Rehabilitasi Medik RSUD Kajen,terdapat layanan tumbuh kembang anak yg terintegrasi",silah kunjung instalasi rehabilitasi medik rsud kajenterdapat layan tumbuh kembang anak yg integrasi,positif,positif
Mantap bisa pake asuransi periksa disini 👍pelayanan nya juga ramah …,mantap pake asuransi periksa layan nya ramah,positif,positif
Dokter dan perawat nya kompeten.. Semoga makin berkembang lagi fasilitasnya,dokter awat nya kompeten moga kembang fasilitas,positif,positif
No review text,no review text,positif,positif
RSUD kajen semakin baik dalam melayani pasien,rsud kajen layan pasien,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Pelayanan ramah, semoga tambah meningkat lagiii RSUD kajen 💪 …",layan ramah moga tingkat lagiii rsud kajen,positif,positif
"bisa memakai BPJS ,dan ada online nya mempermudah untuk pendaftaran nya",pakai bpjs online nya mudah daftar nya,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Top pelayanannya,top layan,positif,positif
No review text,no review text,positif,positif
"Sepengalaman saya sih bagus ya..
Dari segi pelayanan dan perawatannya...",alam sih bagus yadari segi layan awat,positif,positif
No review text,no review text,positif,positif
"pelayanan di ruang fisioterapi bagus ,simbah saya setiap minggu periksa drsud kajen,pendaftarannya juga cepet",layan ruang fisioterapi bagus simbah minggu periksa drsud kajenpendaftarannya cepet,positif,positif
No review text,no review text,positif,positif
"Perawatnya baik2, ramah dan cekatan",awat baik2 ramah cekat,positif,positif
Pelayanan cukup baik,layan,positif,positif
"👍bagus, terus tingkatkan …",bagus tingkat,positif,positif
"Pelayanannya sangat baik ramah ramah petugasnya
Di tingkatkan terus pelayananya",layan ramah ramah petugasnyadi tingkat pelayananya,positif,positif
No review text,no review text,positif,positif
"Pelayanan bagus.
Ramah2 pelayan nya",layan bagusramah2 layan nya,positif,positif
"Terima kasih Rsud kajen, atas pelayanannya..🙏👍 …",terima kasih rsud kajen layan,positif,positif
Terima kasih Rsud kajen..semakin bersih dan rapi..sudah tersedia tempat parkir yang nyaman,terima kasih rsud kajensemakin bersih rapisudah sedia parkir nyaman,positif,positif
"Kantinya, bersih.",kanti bersih,positif,positif
No review text,no review text,positif,positif
"Alhamdulillah klg saya dirawat di RSUD KAJEN pelayanan baik, walaupun pke BPJS, padahal KL pke umum itu byre byk bget, soale berhari2.. mungkin KL RS lain adh disuruh pulang,",alhamdulillah klg rawat rsud kajen layan pke bpjs kl pke byre byk bget soale berhari2 kl rs adh suruh pulang,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Anak saya dirawat disini karena sakit DBD. Pelayanannya cepat. Baru beberapa hari trombosit anak saya naik cepat dan sudah bisa pulang.,anak rawat sakit dbd layan cepat trombosit anak cepat pulang,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Alhamdulillah, klg sy pernah opname d RS ini, trus pke bpjs kls 1 itu ga bayar, padahal lama, kty sesuai aturan bpjs,
Heran sy... sy pernah mondok d RS lain kls 1 jg kok suruh byr lagi y..
Suwun RS kajen perawate jg sigap2🙏🙏🙏 …",alhamdulillah klg sy opname d rs trus pke bpjs kls 1 ga bayar kty sesuai atur bpjsheran sy sy mondok d rs kls 1 jg suruh byr ysuwun rs kajen perawate jg sigap2,positif,positif
"Terima kasih RSUD KAJEN,,🥰 sy pernah dpt cerita dr tetangga saya, kty bagusan di RS kajen, pernah periksa di RS swasta di Pekalongan itu daftar pagi, trus pulang, br diperiksa jam 2 siang, trus pulang, trus ambil obat HBS magrib,, itu kl …",terima kasih rsud kajen sy dpt cerita dr tetangga kty bagus rs kajen periksa rs swasta kalong daftar pagi trus pulang br periksa jam 2 siang trus pulang trus ambil obat hbs magrib kl,positif,positif
pelayanan bagus good,layan bagus good,positif,positif
RSUD kajen👍👍👍 …,rsud kajen,positif,positif
"Terimakasih Rsud Kajen...
Semoga semakin Jaya Jaya Jaya...
Dalam memberikan pelayanan kesehatan yang optimal pada masyarakat kab Pekalongan dan sekitarnya.",terimakasih rsud kajensemoga jaya jaya jayadalam layan sehat optimal masyarakat kab kalong,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Alhamdulillah sembuh, terimakasih para dokter dan perawat yang sudah sabar karena cerewetnya saya 🙏 …",alhamdulillah sembuh terimakasih dokter awat sabar cerewet,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Petugasnya murah senyum
Suwun 🙏🙏 …",tugas murah senyumsuwun,positif,positif
No review text,no review text,positif,positif
"Rumah sakit daerah yang asri, bisa pakai bpjs jadi gratis.",rumah sakit daerah asri pakai bpjs gratis,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Sekarang ada pendaftaran onlinenya jadi tidak antri lama di pendaftaran... petugasnya ramah semoga semakin suksessss.,daftar onlinenya antri daftar tugas ramah moga suksessss,positif,positif
"Rumah sakit nya bersih dan asri,
Pelayanan nya ramah❤️",rumah sakit nya bersih asripelayanan nya ramah,positif,positif
"Saya lihat sepertinya pelayanannya semakin baik, daripada yang dulu..
Semoga bisa semakin baik lagi kedepannya, terutama untuk Rawat Jalannya..",lihat layan dulusemoga depan rawat jalan,positif,positif
No review text,no review text,positif,positif
Lebih baik dan banyak peningkatan pelayanan...,tingkat layan,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Stafnya ramah saat saya cek, terima kasih rsudkajen",staf ramah cek terima kasih rsudkajen,positif,positif
"pelayanan maksimal,petugas pendaftaran ramah & santun.",layan maksimalpetugas daftar ramah santun,positif,positif
Jayaa rsudkajennn,jayaa rsudkajennn,positif,positif
No review text,no review text,positif,positif
"Pelayanan cepat,petugas ramah😁👍 …",layan cepatpetugas ramah,positif,positif
Pelayanan bagus petugas ramah dari dulu keluarga saya berobat di RSUD Kajen karena mudah dijangkau,layan bagus tugas ramah keluarga obat rsud kajen mudah jangkau,positif,positif
"Pelayanan nya lumayan ramah,,,,tapi fasilitas kurang banget...
Katanya ruang isolasi,,tapi satu kamar 8 pasien dengan penyakit yang menular,tiap ruangan g ada AC,panas banget.... fasilitas ruangan ngga banget .",layan nya lumayan ramahtapi fasilitas bangetkatanya ruang isolasitapi kamar 8 pasien sakit menulartiap ruang g acpanas banget fasilitas ruang ngga banget,negatif,positif
"3 juli 2023 ibuku lakalantas masuk RS jam 8 pagi ga dapet kamar icu,akhirnya d depan kamar icu cm d kasih oxygen.kondisi pendarahan d kuping kiri.rujukan sangat lama dg alasan semua RS rujukan penuh.dan sampai jam 23:30 masih d depan kamar …",3 juli 2023 ibu lakalantas masuk rs jam 8 pagi ga dapet kamar icuakhirnya d kamar icu cm d kasih oxygenkondisi darah d kuping kirirujukan dg alas rs rujuk penuhdan jam 2330 d kamar,negatif,negatif
Ngga rawat jalan ngga rawat inap pelayanannya sama aja pada ketus ketus semua. Ngga punya sopan santun dan etika sama sekali. Pdhl pasien kan bayar tp dibentak bentak bikin trauma!!!,ngga rawat jalan ngga rawat inap layan aja ketus ketus ngga sopan santun etika pdhl pasien bayar tp bentak bentak bikin trauma,negatif,negatif
"Saya heran dng parkiran disini, jelas2 tertulis 1-6 jam rp 2000, baru 1 jam parkir bayarnya 3000,. Bukan mslh nominal, bahkan jika tertera 5000 juga ga mslh sih. Kalau praktek2 yg gini dibiarin kapan majunya indonesia? …",heran dng parkir jelas2 tulis 16 jam rp 2000 1 jam parkir bayar 3000 mslh nominal tera 5000 ga mslh sih praktek2 yg gin dibiarin maju indonesia,negatif,negatif
No review text,no review text,positif,positif
"Itu yg kerja diajarin attitude, masa galak galak gitu.. Jgn smpe cape jadi alasan, kalau gamau cape gausah kerja.. 'Hampir semua' petugasnya jutek dari perawat, yg nunggu di pendaftaran IGD, sampe satpam.. Seharusnya mereka diajarin …",yg kerja diajarin attitude galak galak gitu jgn smpe cape alas gamau cape gausah kerja tugas jutek awat yg nunggu daftar igd sampe satpam diajarin,negatif,negatif
"Sodara lahiran dsni
Pake bpjs,pelayanan jutek sekali,sampe kita takut mau bertanya,giliran gak di tanya gak ngasih penjelasan,bintang 1 belum cukup mewakili perasaan ku😊 …",sodara lahir dsnipake bpjspelayanan jutek sekalisampe takut bertanyagiliran gak gak ngasih penjelasanbintang 1 wakil asa ku,negatif,negatif
"Jadwal priksa jam 10 itu dijadwal... Jam 11.30 blm juga mulai, malah ada yang bilang biasanya jam 12...
Mana pendaftaran dari jam 7.. Astaghfirullah...",jadwal priksa jam 10 jadwal jam 1130 blm bilang jam 12mana daftar jam 7 astaghfirullah,negatif,negatif
"Saya sangat kecewa sekali dengan pelayanannya baru d pendaftaran rawat jalan saja sudah d kecewakan, saya yg enggak tau peraturan terbaru bahwa pasien harus sidik jari d ketusin harus bawa pasien, sesampainya ibu saya(pasien) d rs d suruh …",kecewa layan d daftar rawat jalan d kecewa yg tau atur baru pasien sidik jari d ketusin bawa pasien sampa sayapasien d rs d suruh,negatif,negatif
"kamar kotor, kamar mandi jgn ditanya lagi kotornya gimana, ga layak bgt rumah sakit, makin sumpek iya kalo dirawat disitu",kamar kotor kamar mandi jgn kotor gimana ga layak bgt rumah sakit sumpek iya kalo rawat situ,negatif,negatif
Kalo ada bintang 0 saya kasih bintang 0. Rumah sakit dengan  pelayanan paling buruk se-Indonesia 👎👎👎👎👎 …,kalo bintang 0 kasih bintang 0 rumah sakit layan buruk indonesia,negatif,positif
No review text,no review text,negatif,positif
"Saya pasien UMUM.
Saran saya, mohon mutu pelayanan di poliklinik lebih di tingkatkan lagi, Dari mulai pendaftaran saya nunggu proses pendataan lebih dari 30menit, setelah itu …",pasien umumsaran mohon mutu layan poliklinik tingkat daftar nunggu proses data 30menit,negatif,positif
PELAYANANNYA KURANG MEMUASKAN..... PERAWATNYA(SUSTERNYA) PAS MENANGANI PADA BELAGU GAK ADA SOPAN SANTUNYA....,layan muas perawatnyasusternya pas tangan belagu gak sopan santunya,negatif,positif
No review text,no review text,positif,positif
"Parah banget pelayananya,apalagi ruanganya...
BPJS kelas 1 tpi ko dikasih ruangan lebih
gk layak banget, sma ruangan kelas 3 aja pada umumnya",parah banget pelayananyaapalagi ruanganyabpjs kelas 1 tpi ko kasih ruang lebihgk layak banget sma ruang kelas 3 aja,negatif,negatif
Rs macam opo modele karrent diner... mending tutup aelah ora bnyak bantu masyarakat....,rs opo modele karrent diner mending tutup aelah ora bnyak bantu masyarakat,negatif,negatif
"Bagian igd kurang tanggap, perlu d tingkatkan",igd tanggap d tingkat,negatif,positif
"Bukan rumah sakit, pelayanan NOL ya sih RS pemerintah tapi engga patut di bilang RS, teman saya masuk RS ini engga ada tindakan sama sekali cuma dikasih oksigen sama infus obat sama tindakan dokter engga ada  dan akhirnya MENINGGAL.. ya sih …",rumah sakit layan nol ya sih rs perintah engga patut bilang rs teman masuk rs engga tindak kasih oksigen infus obat tindak dokter engga tinggal ya sih,negatif,positif
Temen saya masuk RS ini gk ditanganin sama sekali sampe akhirnya harus meninggal. Kecewa.,temen masuk rs gk ditanganin sampe tinggal kecewa,negatif,negatif
"Privasi pasien tidak diperhatikan disini, ruang IGD tanpa sekat, pasien di taruh di lorong",privasi pasien perhati ruang igd sekat pasien taruh lorong,negatif,negatif
"Kalo ads minus bintang saya kasih minus bintang untuk pelayanan rsud kajen,kenapa di era sekarang masih ada praktik seperti ini ,kenalan dokter di dahulukan padahal antrian akhir dan datang di akhir,,apa susahnya antri sesuai urutan …",kalo ads minus bintang kasih minus bintang layan rsud kajenkenapa era praktik kenal dokter dahulu antri akhirapa susah antri sesuai urut,negatif,negatif
"Kecewa pollll sama pelayanan disini
Perawat tidak ramah sama sekali ke keluarga pasien
Pasien ibu hamil kesakitan karna kontraksi perawatnya tidak nengok untuk …",kecewa pollll layan disiniperawat ramah keluarga pasienpasien hamil sakit karna kontraksi awat nengok,negatif,positif
No review text,no review text,positif,positif
"Pelayan BuRuk Buruk..!!!!
Bocah2 baru llus lagaknya sok ditanya kaga ada tata kramanya...cukup skali dan ga bakaln mau kesitu lg...badahal umum tampa bpjs",layan buruk burukbocah2 llus lagak sok kaga tata kramanyacukup skali ga bakaln kesitu lgbadahal tampa bpjs,negatif,negatif
No review text,no review text,negatif,positif
Kalo ada pilihan bintang 0 saya ngga akan kasih bintang satupun,kalo pilih bintang 0 ngga kasih bintang satu,negatif,positif
Rumah sakit Sebesar ini Toilet Umum banyak mati lampunya kipas Angin di ruang tunggu banyak yg mati dan  juga gak di nyalain pada pagi siang padahal panas  lgi buat .dan Mirisnya lgi pasien udah pada ngantri tpi katanya Dokternya Spesialisnya belom datang padahal udah jam 9:30 pagi,rumah sakit toilet mati lampu kipas angin ruang tunggu yg mati gak nyalain pagi siang panas lgi miris lgi pasien udah ngantri tpi dokter spesialis bom udah jam 930 pagi,negatif,negatif
No review text,no review text,positif,positif
"Pengguna bpjs di tolak dg alasan ruangan penuh, padahal kita bpjs juga ga gratis tiap bulan bayar iuran,",guna bpjs tolak dg alas ruang penuh bpjs ga gratis bayar iur,negatif,negatif
"Pelayanan satpam jam malam sangat buruk,
Menyulitkan Penunggu pasien,",layan satpam jam malam burukmenyulitkan tunggu pasien,negatif,positif
"pelayanan sangat sangat buruk, sikap sangat buruk, mohon di perbaiki
sejak berdiri sampai sekarang masih  sama seperti itu, tidak ada tindak lanjut dari manajemen ataupun pemerintah daerah terkait pelayanan yang sangat mencoreng nama pemerintah daerah 🙏🏻🙏🏻🙏🏻 …",layan buruk sikap buruk mohon perbaikisejak diri tindak manajemen perintah daerah kait layan coreng nama perintah daerah,negatif,negatif
"Di Loket pendaftaran jam 8.45
Dokter datang jam 9.15
Masuk Poli gigi jam 11
Selesai di apotik jam 12",loket daftar jam 845dokter jam 915masuk pol gigi jam 11selesai apotik jam 12,positif,positif
Tempat pelayanan kesehatan,layan sehat,positif,positif
"Selamat pagi
Yang terhormat pikah menegement RSUD Kajen .  Dan yang terhormat para Dr serta perawat dan jajaran nya .  Mohon di perbaiki untuk pelayanan nya. Sama sekali …",selamat pagiyang hormat pikah menegement rsud kajen hormat dr awat jajar nya mohon baik layan nya,negatif,positif
akses keluar buat yg tunggu pasien susah kl malam pagi cari sarapan juga susah ga ada kartu tunggu.jadi kurang nyaman beda dengan RS Swasta,akses yg tunggu pasien susah kl malam pagi cari sarap susah ga kartu tunggujadi nyaman beda rs swasta,negatif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
RSUD kajen memang harapan kesehatan wong pekalongan,rsud kajen harap sehat kalong,positif,positif
No review text,no review text,negatif,positif
Poli Anak yg sangat melelahkan.. datang jam 8pagi  antri pendaftaran dan sampai jam 11.30 dokter anak belum juga memulai pelayanan.. hari selasa 17 jan 2023.. nasib member BPJS.. sabar sabar..,pol anak yg lelah jam 8pagi antri daftar jam 1130 dokter anak layan selasa 17 jan 2023 nasib member bpjs sabar sabar,negatif,positif
No review text,no review text,positif,positif
"Kenapa kalau untuk bpjs di persulitkan? Saya rasa belum layak untuk di jadikan rumah sakit,, tolong perbaiki",bpjs sulit layak jadi rumah sakit tolong baik,negatif,positif
Pelayananya lemot,pelayananya lot,negatif,positif
"Kecewa!
Singkat cerita nganter istri kontrol ke poli kandungan, milih dokter random yg hari itu dinas yaitu dr.D …",kecewasingkat cerita nganter istri kontrol pol kandung milih dokter random yg dinas drd,negatif,negatif
Datang jam 7 jam 2 belum selesai ngantri lama,jam 7 jam 2 selesai ngantri,negatif,positif
"Terima kasih banyak RSUD kajen, sudah memberikan pelayanan terbaik pada ibu saya. Meskipun ibu saya pasien BPJS tapi di layani dengan sangat baik. Perawat dan dokter nya sangat baik dan ramah² …",terima kasih rsud kajen layan baik pasien bpjs layan awat dokter nya ramah,positif,positif
orang boleh lalu lalang masuk. tapi saya di tahan ga boleh masuk. padahal saya menjaga adek saya sebagai pasien.,orang lalang masuk tahan ga masuk jaga adek pasien,negatif,positif
"Dokternya terkesan cuek pada kepentingan pasien,sehingga datangya Telat,padahal banyak pasien yang sudah menunggu dari pagi.",dokter kes cuek penting pasiensehingga datangya telatpadahal pasien tunggu pagi,negatif,negatif
"Untuk Dokter tolong kalo jadwal aga pagian,kasian para pasien yg sudah datang dari pagi menunggu,giliran Dokter datang ahirnya antrinya terlalu lama.",dokter tolong kalo jadwal aga pagiankasian pasien yg pagi menunggugiliran dokter ahirnya antri,negatif,negatif
"Dibanding dg Rumah Sakit sebelah, masih jauh pelayanannya kpd pasien",banding dg rumah sakit belah layan kpd pasien,negatif,positif
"cuma lama antre sih, soalnya banyak banget pasien. selebihnya pelayanan mantap.",antre sih banget pasien lebih layan mantap,positif,positif
"Program pemerintah berjalan dengan lancar.
BTW password wifinya apa?",program perintah jalan lancarbtw password wifinya,positif,positif
"Duh ini rumah salit kok gak nyaman amat yah... Kotor, banyak nyamuk kya di hutan, jam besuk juga di jadwal...",duh rumah salit gak nyaman yah kotor nyamuk kya hutan jam besuk jadwal,negatif,negatif
Ramah dan pelayanan  baik,ramah layan,positif,positif
"Akses mudah, parkir luas, pelayanan pas",akses mudah parkir luas layan pas,positif,positif
Sebenernya bagus cuma bidan yg di ruangan ponek nya sangat sangat tidak ramah. Bad attitude,sebenernya bagus bidan yg ruang ponek nya ramah bad attitude,negatif,positif
👍👍 …,,positif,positif
"Cari supir ambulance yang bisa standby lah… Butuh ambulance bilangnya supirnya nggk bisa supirnya nggk tahu kenapa, PANTES RS JAWABANNYA BEGITU?",cari supir ambulance standby butuh ambulance bilang supirnya nggk supirnya nggk pantes rs jawab,negatif,negatif
"Sangat tidak ramah sekali,RS sekelas RSUD masa pas dimintain bantuan pasien keritis untuk penjemputan memakai ambulance pihak RS menginfokan dengan alasan tidak jelas sopir tidak bisa jemput. Masa Rumah sakit Gede ga siap siaga. Mohon di …",ramah sekalirs kelas rsud pas dimintain bantu pasien kerit jemput pakai ambulance rs info alas sopir jemput rumah sakit gede ga siaga mohon,negatif,negatif
Parah sekali pelayanannya kapok,parah layan kapok,negatif,positif
Rumah sakit,rumah sakit,positif,positif
Tingkatkan pelayananmu..ramahhh,tingkat pelayananmuramahhh,positif,positif
Lamaaaaaaaaaa,lamaaaaaaaaaa,negatif,positif
Yo o,yo o,positif,positif
"Demi apapun, minus bgt pelayanannya. Petugasnya ga ramah, melayani org sakit kasar banget. Ditegur malah marah marah. Padahal pasien merengek kesakitan. Gatau itu OB apa perawat. Melayani kok gitu",apa minus bgt layan tugas ga ramah layan org sakit kasar banget tegur marah marah pasien rengek sakit gatau ob awat layan gitu,negatif,negatif
"Parah petugas medis satpam terutama yang di UGD semua cuek judes gaada ramah ramah nya
Lemot semua ayolah perbaiki lagi pelayanan nya jiwa sosial nya mana banyak yang komplain soal pelayanan",parah tugas medis satpam ugd cuek judes gaada ramah ramah nyalemot ayo baik layan nya jiwa sosial nya komplain layan,negatif,positif
No review text,no review text,positif,positif
"Mohon maaf sebelumnya saya kasih bintang 1 karena agak kecewa dengan tarif parkirnya di papan tertera parkir 24 jam bayarnya 6000 tapi petugasnya minta 10000 terus yang 4000 kemana ,mungkin itu oknum soalnya tidak semua petugas seperti itu",mohon maaf kasih bintang 1 kecewa tarif parkir papan tera parkir 24 jam bayar 6000 tugas 10000 4000 mana oknum tugas,negatif,negatif
No review text,no review text,negatif,positif
"Maaf, pelayanan di RSUD Kajen sangat tidak gesit, utk IGD dan pengurusan pindah kamar lama sekali",maaf layan rsud kajen gesit utk igd urus pindah kamar,negatif,positif
"Tidak layak dijadikan rumah sakit. Rawat Inap Kelas I ,2 dan 3 TIRAI/SEKAT TIDAK ADA, Apakah RSUD Tidak tahu ada Hak Privasi untuk Pasien??. Ruangan Teratai Tidak ada kipas/AC, Banyak Nyamuk, Banyak Semut, Tempatnya Kotor. Lorong  Remang2, …",layak jadi rumah sakit rawat inap kelas i 2 3 tiraisekat rsud hak privasi pasien ruang teratai kipasac nyamuk semut tempat kotor lorong remang2,negatif,positif
Bintang 5,bintang 5,positif,positif
"Pelayanan umum sesuai jam kerja dokternya masing2, memang tidak standby 24jam. ada jadwalnya khusus. maklum dokter juga manusia.",layan sesuai jam kerja dokter masing2 standby 24jam jadwal khusus maklum dokter manusia,positif,positif
"Sudah mendaftar online H-7, jalur umum, lansia. Diminta konfirmasi pd hari H periksa dikasih no.antrian 17. Tapi dipanggilnya paling akhir pasien yg lain sdh pulang pdhl lansia kondisi lemah. Tidak ada gunanya dibuka daftar online kl pd …",daftar online h7 jalur lansia konfirmasi pd h periksa kasih noantrian 17 panggil pasien yg sdh pulang pdhl lansia kondisi lemah guna buka daftar online kl pd,negatif,negatif
No review text,no review text,negatif,positif
Mantap pelayanannya bagus,mantap layan bagus,positif,positif
"Belum layak mendapat predikat bintang 5. Masih banyak yg hrs d benahi, terutama terkait pelayanan.",layak predikat bintang 5 yg hrs d benah kait layan,negatif,negatif
"Minimnya informasi yang bisa di berikan petugas medis.
Fasilitas yang tidak terawat dengan baik.
Alat medis yang kurang lengkap, sebagai penunjang observasi untuk memberikan …",minim informasi tugas medisfasilitas awat baikalat medis lengkap tunjang observasi,negatif,positif
"Petugasnya belum modern, harus banget bayar tagihan lewat toko swalayan padahal lewat online lebih gampang. Kopetlah",tugas modern banget bayar tagih toko swalayan online gampang kopet,negatif,positif
Sabtu buka tidak?,sabtu buka,positif,positif
Pelayanan buruk. Saran klo ada pasien kecelakaan gausah ditawari BPJS lah. Gagunaaaaa langsung aja jasa Raharja. Suka banget ngasih harapan palsu,layan buruk saran klo pasien celaka gausah tawar bpjs gagunaaaaa langsung aja jasa raharja suka banget ngasih harap palsu,negatif,negatif
Parkirnya gajelas. Motor tapi dikasih 5000 kembalianya 2000. Padahal nganter bahan makanan buat RS loh.,parkir gajelas motor kasih 5000 kembalianya 2000 nganter bahan makan rs loh,positif,positif
No review text,no review text,positif,positif
"Tidak ada kesan positif untuk RSUD Kajen, untuk pelayanannya. Baik perawat maupun satpamnya. Tidak ada keramahan sedikit pun. Ternyata tidak hanya satu dua orang saja yang punya pengalaman buruk dengan RSUD Kajen tapi hampir semua orang …",kesan positif rsud kajen layan awat satpam ramah orang alam buruk rsud kajen orang,negatif,positif
tidak recommended.,recommended,negatif,positif
"ada beberapa kekurangan seperti;
- Kamar kelas 1 atupun 2 tidak ada tirai penyekat antar bed pasien, sehingga tidak ada privasi antar pasien. Hal ini sangat dirasa mengganggu. …",kurang kamar kelas 1 atupun 2 tirai sekat bed pasien privasi pasien rasa ganggu,negatif,negatif
"Walopun rs, tp Tempatnya asri.. Parkir luas..",walopun rs tp tempat asri parkir luas,positif,positif
"Jujur kaget banget periksa disini. Baru pertama kali nganter nyokap periksa, dengan keadaan dibilang urgent, tapi dokternya belum visit juga di jam 10. Nunggu sampe hampir jam 12 belum juga ada panggilan, pasien sampe numpuk bahkan ada yg …",jujur kaget banget periksa kali nganter nyokap periksa bilang urgent dokter visit jam 10 nunggu sampe jam 12 panggil pasien sampe numpuk yg,negatif,negatif
No review text,no review text,negatif,positif
RSUD Kajen..  familier sekali dg tempat ini.. sdh puluhan kali sy ke RSUD Kajen.. dan banyak kemajuan dibanding yg dulu.. …,rsud kajen familier dg sdh puluh kali sy rsud kajen maju banding yg,positif,positif
No review text,no review text,positif,positif
Bangunan sudah tua,bangun tua,positif,positif
"Jgn ke kesini Suster nya beGo pelayanan nya g ngerti,",jgn kesini suster nya bego layan nya g ngerti,negatif,positif
No review text,no review text,positif,positif
mau tanyak dong jadwal poli bedah hari apa saja sih. dan tutup jm berapa sih,tanyak jadwal pol bedah sih tutup jm sih,negatif,negatif
"Nunggu dokter spesialis mata dari jam 7 sampai jam 11 blum di priksa juga, dan dokterpun blum brngkt",nunggu dokter spesialis mata jam 7 jam 11 blum priksa dokter blum brngkt,negatif,positif
"Kami keluarga pasien dari Cirebon, terimakasih atas pelayanan kesehatan dan kelancaran proses pasca operasi Caesar istri kami berjalan dengan lancar dan selamat.",keluarga pasien cirebon terimakasih layan sehat lancar proses pasca operasi caesar istri jalan lancar selamat,positif,positif
"Parah, pendaftaran dan satpam judes2, bentak2, jutek2 pula. SDM buruk bgt! Banyak org yg bisa kerja dg hati dan ramah. Walopun capek namanya pelayanan ya harus sopan, ramah, murah senyum. Orang sakit di bentak2, aneh!",parah daftar satpam judes2 bentak2 jutek2 sdm buruk bgt org yg kerja dg hati ramah walopun capek nama layan ya sopan ramah murah senyum orang sakit bentak2 aneh,negatif,negatif
Tidak ramah bintang ⭐,ramah bintang,negatif,positif
dimana miif itis kitidiknyimininnyi hilih bcd,mana miif itis kitidiknyimininnyi hilih bcd,negatif,negatif
"Ga ngerti, tanya satpam jawabnya ketus

Periksa di salah satu poli, dokternya malah marah marahin pasien dengan seenak …",ga ngerti satpam ketusperiksa salah pol dokter marah marahin pasien enak,negatif,negatif
Petugas satpam tidak ramah. Banyak lansia dibentak bentak kek ga punya otak,tugas satpam ramah lansia bentak bentak kek ga otak,negatif,negatif
No review text,no review text,negatif,positif
"Kamar inapnya gk ada pembatasnya(sket), walaupun pasien menggunakan bpjs kelas 3 harusnya ada sket pembatasnya dengan pasien lain(kordeng penutup antara pasien satu dg pasien lainnya) supaya dipandang tidak kayak pindang. Terima kasih",kamar inap gk pembatasnyasket pasien bpjs kelas 3 sket batas pasien lainkordeng tutup pasien dg pasien pandang kayak pindang terima kasih,negatif,positif
