Username,Review,Stars
Erlien Natalina,"Perlu ditambah lagi penghuni satwa nya juga arena hiburan/permainan lainnya biar makin menarik pengunjung, ditambah tanaman bunga² yg menarik akan makin keren, krn masih banyak lahan yg kosong.",3
Nur Hidayah,Cukup bagus,4
Geri Neno,"Saya sudah 2x visit di sini. Sangat menyenangkan untuk membawa anak-anak di sini.
Ada beberapa pertunjukan yg menarik bahkan free, terutama pertunjukan …",3
Riana Kurniasari,No review text,5
Murdito Didit,No review text,5
Kelinci Super,No review text,5
Lur Po,Baik,5
M Iktafal Ma'arif,No review text,5
Dini Wulansari,"Seru banget seharian main disini, datang jam 10 pagi langsung ke zoo dan nonton pertunjukan hewan sampe siang, siang makan di resto pantai, untuk resto harganya terlalu overprice dgn rasa yg biasa.. sore puas main di pantai, ada ayunan, …",5
oii worsnop,Tempat bagus . Karna tempat wisata jadi apa2 muahaaaal 😂 …,5
Usaha Bersama,Penyembuhan tipis2,4
Febri Kuswanto,No review text,5
nisa avya,No review text,5
Ummu Yaqub,"Ada foodcourt dipinggir pantai, pantainya bagus, bersih dan terawat. Kesini mau nonton lumba-lumba bersama anak.",5
Dhira Alfiah R. Pettalolo,No review text,5
Hadi Prayitno,Makanan mahal gratis voucer kaya gk guna,1
Faiq Ahmadin,No review text,5
enggar abimanyu,No review text,4
Endah Dewe,Pantainya bersih...banyak pepohonan rindang jadi tidak terlalu panas.Ada minizoo dan bisa naik gajah,5
hairis shidiq,"Tempatnya bagus, pemandangannya bagus",5
Senja Adila,No review text,4
Yohana Dewi,"Pertama masuk tempatnya nyaman dan bagus...pantainya bersih...walaupun siang2 tp disana tdk terasa panas krna bnyk pepohonan. Hnya saja binatang sedikit dan kandangnya seperti kurang terawat.apalagi bagian monyet,kuda nil,buaya.",4
Fredy Supriyanto,"Lumayan recommended si.. hnya saja smua makanan di dalm trllu mahal semua. Ok si mhal gpp tp tidak terlalu mencekik juga masa sekelas teh pucuk 10rb g umum bngt.sama tiket msuk menurut saya untuk kelas menengah atas, karena per orang 60rb",3
Hadi setiono,No review text,5
As ari,No review text,5
Eko Srikiswarni,Sayangnya masih ada bbrp bangunan yg sedang dlm persiapan utk smacam resto,5
el bara,dangat memuaskan,5
eunike dandy,Bagus tempatnya..tiket terjangkau.. pantainya landai..enak bwt anak2 bermain.. cmn bingung kehabisan uang..cari ATM gak ada.. harusnya tempat wisata sekelas jawa tengah ini wajib ada ATMnya..,5
Wahyu Hidayat,Overall bagus.. Cmn masukan bwt pengelola.. Tolong donk difasilitasi ATM center..  Biar pengunjung bisa ambil uang sepuasnya.. 😁😁😁 …,4
nokakanofun,No review text,5
alvungki,No review text,4
Indria jilbab hafsa,No review text,5
Winda Annisa Ulhaifa,No review text,4
Aldila Rahardian 2,"Untuk kelas mini zoo, cukup worth it lah yaa..
Kedepannya bisa dibenahi akses menuju dolphin centre dan mini zoonya.. Dari parkiran cukup jauh utk ke mini zoo (bagi yg bawa lansia) dan jalanannya masih rusak (tanah biasa), yg klo hujan pasti super becek 😁😁 …",5
Mamad Ryan,No review text,4
herman wae,No review text,4
Puja Maulidya,No review text,5
Yuli Anti,"Tempatnya adem fasilitas toilet bersih,bnyk tmpt duduk sambil nyemil,harga makanan minuman  sesuai tempat wisata ,klo pantainya dah pasti panas donk..😊 …",4
Vincent Yoga,"Tempatnya asri, sejuk dan bersih, karyawannya ramah2, cocok buat santai keluarga, terutama untuk anak2.",4
KantahKabBatang,No review text,5
Lulus DarwaThi,Rekomended,4
yulia ningsih,"Tempat nyaman, aman apalagi untuk anak anak.. Sayang belum ada kursi roda",5
Ayyub Wicaksono,Pantai yang nyaman untuk bersantai dengan keluarga dengan ombak yang tenang,5
yunita dimension7,No review text,5
bagus tri jelita sticker gor pati,sekarang jadi sedikit hewannya kenapa ya??pertama kesana berasa capek tapi skrng kok makin dipersempit ya...,4
Andra,"Terakhir kesini sebelum pandemi dan HTM masih sekitar 35 K..
Sekarang HTM 60K..
Didalem nya ngga boleh bawa makanan..tp sayang nya pada saat pertunjukan lumba2 sangat puanas didalam gelanggang nya krn tdk dibatasi kuota nya,.",5
free fire,"Tempat nya nyaman, parkir nya luas",2
Julie Ttia,"Sebelum masuk ke dolphin center kita harus lewat gerbang depan dulu bayar per orang nya sy lupa berapa. Masuk ke dolphine center bayar 60rb/orang. Parkir luas & gersang. Bisa nonton atraksi lumba-lumba, burung & beberapa binatang lagi …",4
Tika Febriani,No review text,5
Dewik Dewik,No review text,5
Anastasia Asri,"Tempat rekreasi yg menyenangkan utk keluarga. Pantai bersih, penjual makanan ditata dengan apik, area bersantainya rimbun Krn banyak pohon, mini zoo & pertunjukan satwanya menarik, kamar mandi bersih. …",4
Yola Kartika,"Worth it 😍 Paket lengkap dah kl ke sini. Edukasi dapet, main di pantai dapet, hiburan dapet, anak2 senang, ibu nya pun juga senang 😍😊
Lokasi juga ga terlalu jauh dr exit tol. …",5
Agus Sugianto,No review text,5
arif tahan afianto,No review text,5
anggi minati,Toilet 😭diperbaiki lagi yuuu …,4
Syaifur rohman,No review text,3
Minkhatul Fikriyah,Rekomendasi banyak tempat untuk ber rekreasi,5
dimas maulana,No review text,5
Tomy Widjaya,No review text,5
Angel's Choice,Kemaren kesini ikut poundfit enak sih suasana baru cuma masuk angin 😭 …,5
Dimas Panca AS,"Sangat bersih, vibes nya sudah mirip pantai di bali, lombok",5
Zizie Azizie,"Lumayanlah ya tetap jaga kebersihan aja sih
Semoga bisa terus berkembang dan jadi lebih baik lagi terutama hospitality nya",4
Hahan Hanisworo,No review text,5
muhammad taufik,No review text,5
Pedy Budi Satrio,"Pengelolaan oleh taman safari tetapi dengan lokasi pantai,menjadikan tempat wisata yang berbeda dengan taman safari pada umumnya. Wisata pantai dengan kebun binatang juga dan juga ada pertunjukan atraksi lumba2,pertunjukan atraksi tari api di malam minggu,satwanya juga banyak dan menyediakan foto dengan satwa.",4
Sofia Nabila,"Lokasinya gak jauh dari exit toll jadi gak bingungin kalo pulang-pergi.

Tempatnya masih under construction. Dateng ke sana masih sepi....acara animal …",5
Nayla Rashna Qatrunada,"Tiket termasuk lumayan mahal, makanannya jg mahal² ky es teh masa harganya 10k blm lg mknn lainnya gk worth it bgt, kandang binatang²nya jg msih ala kadarnya blm tertata rapi",3
Ardhi Thyo - Arkana Tour Wonosari,No review text,4
savireh hi,"pantainya bersih ya karena dikelola swasta, banyak tempat sampah. Tinggal kesadaran pengunjung aja buat buang sampah di tempat yg bener. Sayang booth makanannya dikit dan cemilan ringannya terbatas cuma dimsum dan siomay.",4
Sigita Yudi,Liat pantai doang bayar 70rb. Malah air pantainya kayak air kali. Butek jelek gak jernih. Padahal kesini niatnya mau liat bonbin.. eh malah dah tutup dari jam 3 sore. Padahal di google maps tulisannya sampai jam 8 malam.. kecewa berattttt.. kapok dateng jauh2 dr boyolali kesini. Cuma liat pantai keruh airnya.,1
fransiskus andi,No review text,5
riki Bos q,"Lokasi rekreasi keluarga yg rekomen banget,
Tiket 60rb tapi udah sama vocer makan 20rb, dengan piliha makanan yg banyak banget. Dan itu termasuk murah banget …",5
Dimas Ario Kusuma,"Udah jauh lebih bagus dari pas awal thn 2022..
Parkiran ny tapi masih puanas bgt..
Area food court asik, sejuk.. …",5
IMANIA A,No review text,5
Indra Kurniawan,Disini bagus banget masih ada pasirnya untuk foto foto oke juga. Saran sih datang pagi atau sore untuk ngeliat sunrise atau sunset. Bagus soalnya,5
Liana Mega,"Nggak usah jauh-jauh  buat melihat kebun binatang.Disini binatangnya juga banyak dan terawat.Kebersihan kandangnya,makanannya sepertinya aman terkendali.Ada pertunjukan hewan sesuai jadwal.Sekarang ada akses pantai juga..Sudah lebih bagus,terus berkembang,sukses selalu tim safari beach",5
Yuni Asri,"Banyak acara waktu malam Minggu kemarin 👍 Karyawannya juga ramah ..semoga selalu tetap ramah dan baik ,mau bantu kesusahan pengunjung termasuk keluarga saya karena ibu saya pengguna kursi roda (Krn keterbatasan gerak) dan akses jalan di lokasi belum bagus  semoga kedepannya lebih bagus …",5
Asri Pujimawarni,"Tiket masuk 30k weekend. Kalo mau foto sama lumba² bayar lagi ya mas, mbak. Seru asli❤️‍🔥 …",5
Rizky Surya Setiawan,No review text,5
Hery Rist,"lumayan bagus,tiket bs ditukar voucher utk makan,ada villa yg br dibangun",4
Mutiara Sindi Pricilia,No review text,4
Asngadi,No review text,5
Muwaliha Aufa,No review text,5
MM Yohana,"Sudah cukup bagus tp masih bisa ditingkatkan lagi untuk area hewan2nya.. Pelayanannya juga sudah bagus, sopan, dan ramah",4
icecoffeejellyfloat,Recommended buat ngajak anak2 main ke kebun binatang sekaligus ke pantai dan melihat atraksi lumba2,5
Andika Rosyeeda,No review text,5
Sumarto Sumarto,Tempatnya bagus... Yg penting ditingkatkan lagi fasilitasnya... Safari beach jateng joos pokoknya,5
Adam Hari Nugroho,No review text,5
Tryana Soemarno,"Seru rekomen buat ajak anak2 sekalian main ke pantai, animal shownya pinter banget, cuma bisa dicek kebersihan kandang di bagian afrika  baunya lumayan menusuk hidung …",5
Endro Sulistyanto,"Tempatnya cukup luas, tiket masuk kalo weekday 50K dan weekend 60K cukup okelah karena sudah termasuk bisa liat semua atraksi hewan berapa x pun. Kalau mau naik onta, gaja dan kuda atau atv bayar lagi. Itu juga sudah termasuk potongan beli …",4
Syaban Nurfatahuddin,No review text,5
Indra wijaya utama,No review text,5
Mahrani Kemal,"Baru aja balik dari Safari Beach Jateng ini dan overall anak-anak puas dan happy, alhamdulillah 🥰 …",5
yudi dharyadi,No review text,5
Dinatayan Day,Mantap Jateng punya ginian.,5
Amalia Nur Atiqa,"Rekomendasi healing akhir pekan bareng anak dan keluarga , mini safari nya oke,",5
Adhitya Prestasiani,No review text,5
Rani Atika Nugraheni,Bagus banyak binatang dan pertunjukan binatang serta pemandangan langsung ke pantai,5
hartini ata,"Enaknya di sini sekali bayar tiket bs nonton animal presentation berkali2 tanpa bayar lagi 😍 kemarin kami nonton dolphin 2x.
Utk tempat lumayan tapi masih jauh jika dibandingkan Safari yg di Prigen. Kamar …",4
Febi Cendol,No review text,5
yuni astuti,No review text,4
pamungkas tyar (Setakir Sekar Wangi),"Ada kelincinya gak ada yg jaga
Kasihan anak2 mau ngasih makan aja gak bisa, stok makanan habis",3
Aditya,"terus berkembang safari beach
makin cakep aja makin kesini",4
Friska Widiowati,No review text,5
rizki hantono,Alternatif wisata pantai yg dipadukan dg kebon binatang..ada tempat makan dan jajan jg..dan bisa pakai Qris..mantaap..,5
Ran4 urlife,"Tempatnya bersih, toilet terawat masjid juga bersih, sayang makanan agak mahal. Untuk pertunjukan hewannya maaf saya skip.",3
Den Mulya,No review text,4
jolly huang,Cafe nya enak buat duduk2 santaii tapi sayang makanannya semua kurang enak coba diperbaikin kualitasnya,5
batik dhady,"Wisata keluarga
Ngajak anak pengen pantai, hewan, seru
Safari pantai …",5
ika nurmalita,"Bagus terdapat atraksi dan menghibur cocok untuk anak-anak. Jika hanya ingin lihat atraksi ini kalian bisa kunjungi saat hari sabtu (malam minggu) jam 19:00 (mungkin, karna saya kurang tau tepatnya jam berapa acara dimulai dan kebetulan …",5
Alina Purwatiningsih,No review text,5
Sukma Maskumambang,Pantai yang indah dan indah di malam hari,5
Bondan Samodra,No review text,4
La Tahzan,Pembelian online sama dilapangan kok beda harganya ka,1
Diana Mazaya Atsarina,"kesini menjelang jam 3. nngga seberapa panas. keburu utk nntn pertunjukan lumba2, satwa2, akrobatik, dance.
tiket nya 60rb/org. dpt vocher makan/minum 20rb per org. pantai nya lumayan …",4
ahmadi fath,No review text,5
Thywik marzatiza,No review text,5
yudha,No review text,4
Putera Bahureksa,"Tempat rekreasi yg bagus utk keluarga,terutama anak""..,karena satu"" nya pantai yg ada pertunjukan ikan lumba"" seperti di pantai ancol jkt",4
Jose Aria W.,Saya ke sini malam hari menjelang jam 20 hanya sebentar sebelum tutup,4
Arisky Yudha,"Pertunjukkan satwa dan lumba lumba sangat menghibur. Fasilitas lengkap (mushola, tempat cuci, tempat makan dan toilet) semuamya bersih.
Tiket masuk …",5
iroiroSENNA.,"Kesan pertama kali dateng kek ""ini gimana konsepnya"" dan setelah masuk baru ngowoh ternyata ada kebun binatang di pinggir pantai. Waktunya review~ …",5
Akhmad Faisal hardi,No review text,5
Muh. Amin H,pantainya kurang rekomended….pertunjukan yg menarik hanya lumba2 aj…jd harganya jd kurang worthbit,2
Moh48 Firman,No review text,5
Irmanis Tiana Anwar,No review text,5
Ahmad Hidayatulloh,No review text,5
zulyanto ghaitsa,Cocok untuk berlibur bersama keluarga,4
Muhamad Zaelani,"Keren bgt...
Dateng dari jam 9 pagi pulang sampe jam 9 malem, tapi tetep masih nagih",5
Faiz Tri pujiono,No review text,4
Dessy Kurnia,No review text,5
Pur Dwi Asmoro,"masih perlu banyak perbaikan, mungkin akan lebih bagus beberapa bulan lagi",1
Luqman Abdul Ghani,Ada Lumba lumbaaa disiniii,5
Rudy Wijayanto,No review text,5
T. R. P,"Tempat yang bisa diputerin selama seharian bahkan sampe malem!

Tiket masuk dari gerbang awal desa sigandu dan masuk zoo mungkin sekitar Rp. …",4
Arus Tiana,No review text,5
Mochamad Rony,Lumayan bagus dan enaknya datang di sorehari suasana lebih nyaman,4
Toto Spv,bagus tempat dan suasananya d sore dan malam hari,5
Yohan jaya gunawan,No review text,4
Nina Martha,"Pantai dikelola dengan baik oleh taman safari. Pantainya sendiri sih biasa saja, standar pantai pantura, namun dg pengelolaan yg baik suasananya jadi enak dan fasilitas memadai banget",5
Angga Triasto,No review text,5
Lailatul Badriyah,"Ada banyak pertunjukan hewan, asal kesananya pas jadwal. Paling seru lihat pertunjukan lumba-lumba dan duduk di pantai",5
Riyan Muttaqin,Mantab..bersih nyaman dan indah,5
Roti bakar Mas ugeng,"Lumayan bagus,paling suka sama lumba lumba nya，tapi tolong dong untuk harga minumannya jgn terlalu mahal...masa le mineral dan es teh manis 10.k
Nanti kalau mau kesini lagi bawa minum sendiri aja dari rumah.😊 …",3
Oppo Tegal,No review text,5
El Rozzi,No review text,5
krisdumar kabela,Safar beach Jateng ini masi dalam proses pengembangan. Untuk koleksi hewan terbatas namun cukup lengkap. Lumba2 dan atraksi Lumba2 adalah nilai jula terbaik disini. …,4
Harry Kurniawan,No review text,5
Arsyila Az,No review text,5
Dapur Dewi,No review text,5
Andre Phee,No review text,5
dyah widyaningrum,No review text,5
Raya Emran,"Mahal gak sesuai sama harganya , Semua nya dikit dikit Bayar , tapi tidak sesuai , Naik Gajah 25.K, Cuma jalan 10 meter 🤣🤣 …",1
Giandra Arya,No review text,4
Nugroz Stone,"Tempatnya indah, namun binatangya kurang bervariasi kurang banyak",5
Zidan Nabriz Attaqy,Cocok untuk bertamasya,5
Turaekan BK SMP 5 Kudus,"Bagus,anak2 pasti seneng",5
"drg. Rudy Wijayanto, MDSc, Sp.Perio",Safari Kecil di Jawa Tengah,5
fairuz Hilaby,No review text,5
eko prasetyo,Belum lengkap,3
Sippirilli Fy,No review text,4
Khoirul Wafa,"Wisata rekomended utk semua kalangan,, bisa mantai dan liat aneka koleksi hewan yg ada di safari beach,, harga tiket masuk 60 ribu sudah include voucher makan senilai 20 ribu yg bisa di tukar di stand khusus Penukaran voucher,, selain itu …",5
Arvin Oktaviani,Udah 2x kesini. Masih tahap oembangunan. Tp sejauh ini menyenangkaaaaaaan,5
Ardian Putra,No review text,5
totok yati,Wahana buat hiburan anak dan orang tua... kereeennn 👍 …,5
Irfan Khoirudin,Mahal tiketnya tapi mendingan agak bersih,4
Layang layang resto,No review text,5
Maya Saroh,"Tempat yg nyaman bt liburan sama anak-anak. Makin kesini juga makin bagus. Ada cafe nya juga, tiap malam Minggu juga ada pertunjukan fire dance. Recomended untuk liburan kluarga",5
Yeremia Sie,No review text,5
erna yuliati,Bagus cocok untuk edukasi anak usia dini..pertunjukan sangat menghibur,4
Rahma Khoirina,"Waktu kami kesana sepertinya masih dalam tahap pembangunan sehingga ada bagian jalan yang masih bebatuan sehingga terkesan agak kotor, kurang rapi, dan kurang nyaman. …",4
Amee Tria,Macam hewannya belum lengkap...,5
Glugut Pinorososro,Antraksi Lumba lumba bagus,5
Widi Pbg,No review text,5
Widi Priatmoko,Pantainya bersih,5
Mohammad Dian Mahendra,No review text,5
Suprihhartini Suprihhartini,"Pantai bersih
Parkir luas",5
Kiki Prasetyo,Antraksi binatang,5
Nur Azizah,Salah satu destinasi mini zoo disekitar Tegal Pemalang  Pekalongan & Batang,5
Sonia MARS Mars,"Tempat wisata edukasi yg bagus walopun blm sepenuhnya jadi.. tapiii kita sekeluarga enjoy & anak2 happy .. menyaksikan pertunjukan satwa , lumba2 , gajah, unta dll",5
teguh ariff,No review text,4
Novia Rika,"Masih jauh fasilitasnya kalau dibandingkan TSI yang lain. Sepertinya masih tahap pengembangan, restoran juga sedang dibangun. Binatang2nya belum terlalu variatif, yg paling menarik adalah naik gajah & pertunjukan lumba2. Selain itu lokasinya persis di pinggir pantai jadi ada suasana berbeda dibanding TSI yang lain",4
faiq ramadhan,Terlalu mahal untuk makananya,5
Kyun Sann,"Tempatnya asik, ada pantainya, cocok buat anak"" untk mengenal satwa..",4
luqman hakim,"Mini safari, keliling dan kenali beragam satwa dari 5 benua, termasuk beberapa satwa langka dari Indonesia. Wahana permainan untuk keluarga dengan berbagai permainan yang mengasyikkan. Bisa juga menikmati desiran ombak pantai.",5
Robert Satyanegara,No review text,5
mimbar marthasari,Sudah layak menjadi destinasi wisata  nasional,5
Dika Ramadhin,No review text,4
Coach Putra,No review text,4
herfianto bayu,No review text,5
FERI AL,Pelayanan foto bareng binatang buruk dan Kaku,1
Pasukan Motifasi,Tempat untuk nyore hari,4
Arofil anwar,No review text,5
Nilam Pratiwi,No review text,5
Hanna Agustina,"Tempat yang sangat bagus untuk pergi bersama anak-anak.. biaya masuk sangat terjangkau, pemandangannya menakjubkan karena dekat pantai.. beberapa tempat sedang dalam renovasi berharap akan segera ada lebih banyak hewan & pertunjukan menarik.. pasti akan berkunjung lagi setelah itu renovasi selesai",5
Baeti Irma,No review text,4
Priyo Dwi Utomo,Hanya lewat,4
sindytriarukasy,"Bagi saya, konsep safari beach baik dari sisi wahana dan lokasi nya kalau bisa dioptimalkan bisa menjadi tempat wisata yang paling menarik di Jawa Tengah. …",1
Astri Retamesrani,Luar biasa,4
Kistoyo HD Pro,No review text,5
Ayu Lestari,No review text,4
Bud Rahardjo,Tempatnya cukup bagus bersih.pemandangan pantai dan ada beberapa satwa dipelihara disana..ada kuliner....terjangkau,4
Benny Kurniawan,"Mini zoo
Dolphin center
Beach …",4
Amin Sultoni,"Tempat yang bagus untuk liburan bersama keluarga,,
Banyak edukasi disini,, pertunjukan lumba2,, aneka binatang, dll
Cuma harga food & drink nya aja yg harus di turunin kayaknya😁 …",5
Widya Ningrum,No review text,4
Raventino Rio,No review text,5
Abdul Moebarok,Sebenarnya pantainya bagus karena dikonsep dan ditata dengan baik. Pasirnya bersih dan disediakan banyak tempat duduk bagi pengunjung. Mushola  dan kamar mandi bersih karena selalu dibersihkan petugas. Pertunjukan badut jam 6 malam pun ada. …,3
Nila tanjung Agustina,No review text,5
Rouf Elfaiz,No review text,5
Teuku miko,Mantab wisata edukasi,5
Abdul Muhyi,"Bagus banget buat edukasi anak terkait satwa, koleksi satwa juga beragam, mulai dari dalam maupun luar negeri, aneka jenis ikan, reptil, burung, maupun mamalia darat. yang menjadi primadona di sini adalah pertunjukan lumba-lumba si mamalia …",5
indah laraswati,"Taman rekreasi yg familly bgt ini mah
Anak bisa happy liat binatang, liat atraksi binatang,,,
Orangtua bisa bersantai d tepi pantai…",5
Ariani,"Bagus, hewan hewan banyak, pertujukkan seru, tapi masih kurang bersih di beberapa tempat seperti di dekat arena apv masih bau got. Beberapa pintu toilet dekat pertujukkan lumba lumba rusak, jadi harus bawa teman untuk jaga jaga.",4
Maulana Izaki,"Tempat wisata edukasi untuk keluarga.
Cocok untuk berlibur sambil belajar, untuk kunjungan studi sekolah (kelompok belajar (KB), TK, SD & SMP) …",5
Safitri Yulikhah,"Cocok banget untuk liburan bareng keluarga. Tiket 50-60 ribu bisa dibilang murah banget. Ada banyak pertunjukan, hewan, pastinya pantainya juga bersih, makanannya cukup murah karena ada potongan dri tiket masuk. Rekomended banget pokoknya..",5
Eko Purwanto,No review text,5
Frank Suhermanto,Menghibur..,5
Handri Subagyo,"Atraksi dolphin yg paling memikat pengunjung,kemudian ada atraksi burung pemangsa. Kedua atraksi memiliki pelatih"" yg TOP.😁 …",4
Tempelankulkas 69,No review text,5
ninikandri yulianti,No review text,5
Amirul Mukminin,No review text,4
Annata Parfumah Official,Tempat yg seru untuk bermain bersama anak2,5
Icah Nuraisyah,"Recommend buat mengisi liburan ...
Banyak wahana buat anak2
Ada atraksi lumba lumba , aneka satwa , atraksi burung pemangsa , atraksi …",5
Galih Mayangsari,No review text,5
Ahmad Muzawir,"Tempat rekreasi bersama keluarga yg dekat dengan pantai, ada atraksi lumba-lumba, atraksi burung pemangsa,dll  ngk boleh makanan dr luar karena bahaya buat satwa",5
rony zam,"antrian tdk jelas, petugas juga nyolot santai napa si...
saran aja untuk antrian dikasih garis mngkin kaya di bank biar rapi,",1
Dinna Dhia,No review text,4
edwin kristianto,No review text,4
Lijat Sumarna,"Sebagai tempat wisata masih banyak kekurangan koleksi hewannya, kurang luas juga tempatnya.",3
ahmad fauzi,"Lokasi mudah di jangkau tidak terlalu macet...dsekitaran pantai banyak rumah makan khas laut...permainan buat anak lumayan komplit,koleksi kebun binatang belom smwnya msh ada pembangunan, sarana toilet dan musholah bersih, ada wisata pantai …",5
Tyas Mei,No review text,5
Eko Bae,No review text,5
Elsa Priantini,"Tolong buat pengelolah untuk hrga makanan,a yg masuk akal, masa nasi chiken sama teh tawar 2 hrga 50rb",2
Akhmad Mustaghfirin,No review text,4
Kashikoi Online,"harga tiket 60k mahal,voucher makan 20rb,4orang suruh nambah 40rb,es teh harga 10rb,menyesal ke sini...pertama dan terahir kali....
ga boleh bawa makanan,,,harga makanan sama minumam super mahal banget,ga ngotak …",1
Fuad Athos Official,No review text,5
Kasmunah Kastari,"Sangat tidak RECOMENDED..
Masuk dikasih voucher makan tp aturannya ribet sekali dan SANGAT TIDAK BERGUNA.
Tidak ada komunikasi yg jelas untuk pengunjung..
Jalan ke tempat hewan2 koyok kali sat, rak jelas blas...!!!",1
Febbealya Cheerson,Sayang kurang terawat. Tp srkarang sudah lebih bagus dr waktu awal2. Uda ada area pantai banyak makanan dan anak2 pada banyak main pasir n renang,4
Indriyatri Rima,No review text,5
AnggoX BrotosenO,No review text,5
Miftah Aulia Rahma,Safari beach batang berada di kabupaten Pekalongan. Tempatnya bersih nyaman dan estetik. Setiap pertunjukan tidak bertabrakan jamnya.,5
Fatur Faturahman,No review text,5
Sinta Dian Pratiwi,No review text,5
Adi Sulistyo,No review text,5
dewi Rosma,Petugas semua profesional berkelas pendidikan setara wisata pengelolaan kelas kota. Tapi bagian loket karcis yang wanita kek tai cemberut tidak ada kata hye selamat datang atau sekedar senyum. Selain itu petugas ramah profesional.  Sayang …,4
Danang Tetuko,No review text,3
agung supriyanto,Mie ayam... :D :D,5
Ruby Okiyanto (Robet),"Kelas menengah mending puasa deh, krna pengunjung dilarang bawa makanan dari luar alhasil beli makanan di dalam harganya muahil bingit hampir 3x hrga diwarung,kalo gak segera dibenahi pengunjung bisa sepi",1
Syam Rizal,"Tertata rapi, pilihan makanan lumayan banyak, banyak spot foto tapi sayang jam tutupnya terlalu awal",5
Senny Comal,No review text,5
Aqila Mbiya Prasetyo,No review text,5
Rosalinda,No review text,5
Pak Hasan,"Seru, tempat wisata yang keren di kabupaten batang",5
aji susilo,No review text,4
Muhammad Yusuf “Al Faruq” Al Faruq,"Bagus ada seller food berbagai jenis dari beverage and food , fasilitas umum tempat duduk yg paling penting kamar mandi dan mushola tersedia , ada berbagai jenis hewan beo ,unta , gajah ,monkey dll",5
Emir Zacky,"Ramah buat anak
Cuman sayang makan di dalam mahalnya luar biasa udh mahal ga enak …",4
Christian Andika (Andi),Tempatnya nyaman banget untuk duduk' di pinggir pantai,5
Pak Johan,"Pelayanan bagus, semua pegawai ramah. Koleksi hewan msh dikit dan pembangunan gedung msh dilakukan. Perjalanan menuju show lumba2 tdk bagus, krn msh batu2. Mgkn kedepannya lbh komplit dan jalan mjd baik. Untuk makanan yg di stand2 jg enak …",3
benyamin catur,Perlu sediakan Tempat bilas yang tertutup,4
Ella Ning,"Paket komplit rekreasi anak,emak,keluarga...recomended",5
Pia Nuristiana,"Pantai dan kebun binatang (Animal shows, Dolphin, Elephant, etc) menjadi pilihan menarik untuk liburan, apalagi membawa anak-anak dan kerabat! Tempat yg cocok untuk rehat sejenak. Lingkungan bersih dan asri, harga jajanan terjangkau, dan tiket yang murah😃👍👍 …",5
Fadli Nurhadi,Bagus pas buat liburan anak2,5
Juniah Jun,"Alhamdulillah suka sekali dg suasana pantainya jadi bikin rileks pikiran
apalagi liat atraksi lumba lumba bikin anak anak senang dan bapak pun bahagia.
semoga ada rizki banyak lagi untuk bisa membawa keluarga besar ke SAFARI BEACH BATANG JAWA TENGAH lagi
aamiin",5
samuel sunarto,Menyenangkan,5
Fahimah him,No review text,5
Faeyza Rakha Arifin,"Pengalaman yg seru buat anak2, dg tempat cukup bagus meskipun ada beberapa fasilitas seperti jalan menuju kebun binatangnya yang harus diperbaiki. Tp selain itu semua menurut saya cukup worth it. Dengan harga yang murah tapi sudah bisa …",5
Novi Riyani,No review text,5
Aminudin Aziz,No review text,5
Durian Kuning,"Wisatanya oke, cuma tiketnya mahal, nakanannya MAHALLL malah ga enak, mie ayam nya hambar mie nya lembek, ayamnya dikit  sayurannya secuil, kuahnya bening kek air rebusan, es teh mahall 10.000, eskrim kirain wals ternyata bukan, cuma foto sm lumba2 pake hp sendiri bayar 25rb, ga ada harimau, singa, jerapah, kudanil dll...membosankan",2
Helmi Alketiri,No review text,5
mie ayam bakso pak tom chanel,recomended....okey smua...k,5
Herlin,"Wisata edukasi yang cocok untuk anak-anak.. hewan-hewan cukup lengkap, ada gajah, unta, rusa, banteng, ular, ikan, burung dll..
Ada pertunjukan edukasi lumba-lumba, burung pemangsa, dll yang memiliki jadwal …",5
Niche Sarjono,Pantai yang indah dan menyenangkan,4
Yoga Satrio,Banyak yang harus ditingkatkan,4
Juhana Bae,No review text,3
Lala Nurbaiti Saadah,Seru,5
TOKO GENDHIS PERABOT,No review text,5
Farina Liong,Bagus…tapi Sayang sekali…di sini banyak orang yg merokok…padahal kawasan banyak anak2…harusnya lebih di tertibkan lg mengenai aturan ini agar anak2/balita/batita lebih nyaman….,2
Fika Marlia,"Tempatnya belum tertata,masih banyak jalan berbatu,dan pertunjukannya masih biasa saja,tempat binatangnya juga seperti tidak terawat,tempat ini enaknya nyambung dengan pantai,anak2 kalau sdh bosan di kebun binatang bisa langsung main ke pantai.",4
anggun pramono,No review text,5
Okesa Zhara,"Bagus, tp masih perlu banyak yg di perbaiki .. Jalan jalan nya belum dibuat semuanya... Masih belum bagus jalan antar satu tempat ke tempat lain. Saran saja sih harusnya ada tiket terusan buat semua wahana bisa dinikmati tanpa harus bayar lagi satu per satu wahana di loket",3
Brian Angga Hermawan,No review text,5
Salman 7935,No review text,5
Aryo Wisnugroho,No review text,4
Ahmad Nizar Zulfikar,"Banyak tempat duduk dan jajanan, tapi sayang belum bisa cashless, tidak tersedia ATM juga. Harus siap uang cash banyak kalau ke sini. Cocok untuk bawa anak dengan pertunjukan lumba-lumba dan burung, bisa menunggangi gajah, unta, dan kuda …",4
